[2025-12-02 09:15:16] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-01
正在获取论文...
[arXiv] 2025-12-01 | Generative Video Motion Editing with 3D Point Tracks
[NO] 250/1869 | Evolution of ion distribution functions in ionospheric plasmas perturbed by Alfvén waves
[NO] 251/1869 | The effect of Coulomb interactions on relic neutrino detection via beta decaying impurities in (semi)metals
[NO] 252/1869 | From pre-lamination to foliated plane
[NO] 253/1869 | Resonance analysis of one-dimensional acoustic media: a propagation matrix approach
[NO] 254/1869 | Beyond Scaffold: A Unified Spatio-Temporal Gradient Tracking Method
[NO] 255/1869 | Time-periodic non-radial solutions near monotone vortices in linearized 2D Euler
[NO] 256/1869 | Non-crossing partitions for exceptional hereditary curves
[NO] 257/1869 | AI-Driven Cybersecurity Testbed for Nuclear Infrastructure: Comprehensive Evaluation Using METL Operational Data
[NO] 258/1869 | Theory And Applications Of One-Sided Coupled Operator Matrices
[NO] 259/1869 | MMAG: Mixed Memory-Augmented Generation for Large Language Models Applications
[NO] 260/1869 | Two-level additive Schwarz preconditioners for reduced integration methods
[NO] 261/1869 | SSR: Semantic and Spatial Rectification for CLIP-based Weakly Supervised Segmentation
[NO] 262/1869 | Interaction of Economic Freedom and Foreign Direct Investment Globally: Special Cases from Neglected Regions
[NO] 263/1869 | Forced Migration and Information-Seeking Behavior on Wikipedia: Insights from the Ukrainian Refugee Crisis
[NO] 264/1869 | Hessian geometry and Frobenius manifolds with curvature
[YES] 265/1869 | Generating REST API Tests With Descriptive Names
[NO] 266/1869 | Morphling: Fast, Fused, and Flexible GNN Training at Scale
[NO] 267/1869 | Open-world Hand-Object Interaction Video Generation Based on Structure and Contact-aware Representation
[NO] 268/1869 | Floquet-induced $p_x+ip_y$ bosonic pair condensate
[NO] 269/1869 | The $α$-spectral Turán type problems for graphs
[YES] 270/1869 | Learning the Boundary of Solvability: Aligning LLMs to Detect Unsolvable Problems
[NO] 271/1869 | Quasistatic response for nonequilibrium processes: evaluating the Berry potential and curvature
[NO] 272/1869 | From Toggle to Tuning: Controlling Turing Patterns in Gene Circuits
[NO] 273/1869 | In-context Inverse Optimality for Fair Digital Twins: A Preference-based approach
[NO] 274/1869 | Distinguish the Orientation of Sliding Ferroelectricity by Second-Harmonic Generation
[NO] 275/1869 | A Three-Dimensional Array of Quantum Dots
[NO] 276/1869 | SPARK: Sim-ready Part-level Articulated Reconstruction with VLM Knowledge
[NO] 277/1869 | Parallel Delayed Memory Units for Enhanced Temporal Modeling in Biomedical and Bioacoustic Signal Analysis
[NO] 278/1869 | A Platform for Evanescently Trapping Rb-87 Using Silicon Nitride Strip Waveguides Buried in Silica
[NO] 279/1869 | An Open-Path Eddy-Covariance Laser Spectrometer for Simultaneous Monitoring of CO$_2$, CH$_4$, and H$_2$O
[NO] 280/1869 | CLIP-RL: Aligning Language and Policy Representations for Task Transfer in Reinforcement Learning
[NO] 281/1869 | The edge chromatic transformation index of graphs
[NO] 282/1869 | Agent-Kernel: A MicroKernel Multi-Agent System Framework for Adaptive Social Simulation Powered by LLMs
[NO] 283/1869 | Quantum computing applications in High Energy Physics: clustering, integration and generative models
[NO] 284/1869 | Confidential, Attestable, and Efficient Inter-CVM Communication with Arm CCA
[NO] 285/1869 | Toward Content-based Indexing and Retrieval of Head and Neck CT with Abscess Segmentation
[NO] 286/1869 | Manipulating fractional Shapiro steps in twisted cuprate Josephson junctions
[NO] 287/1869 | Spectroscopic and Decade-long Photometric Observations of the Contact Binary V2790 Ori: Evidence for a Brown Dwarf Companion and a Solar-like Magnetic Activity Cycle
[NO] 288/1869 | RoleMotion: A Large-Scale Dataset towards Robust Scene-Specific Role-Playing Motion Synthesis with Fine-grained Descriptions
[NO] 289/1869 | Real-Space Spectral Approach to Orbital Magnetization
[NO] 290/1869 | Reconstructing Multi-Scale Physical Fields from Extremely Sparse Measurements with an Autoencoder-Diffusion Cascade
[NO] 291/1869 | Augmentation and Bulk Edge Correspondence for one dimensional aperiodic tight binding operators
[NO] 292/1869 | Type IIP SN 2024bch: Hydrodynamic model, shock breakout, and circumstellar interaction
[NO] 293/1869 | NavForesee: A Unified Vision-Language World Model for Hierarchical Planning and Dual-Horizon Navigation Prediction
[NO] 294/1869 | Exact results and instabilities in the harmonic approximation of active crystals
[NO] 295/1869 | Velocity Averaging Lemmas: Classical, Quantum and Semi-Classical
[NO] 296/1869 | Feedback Integrators Revisited
[NO] 297/1869 | Cytoplasmic flow induced by a rotating wire in living cells: Magnetic rotational spectroscopy and finite element simulations
[NO] 298/1869 | Interatomic spin-orbit interaction in a $p$-orbital helical atomic chain
[NO] 299/1869 | Bayesian inferences on covariant density functionals from multimessenger astrophysical data: The influences of parametrizations of density dependent couplings
[NO] 300/1869 | A Generalization of Caffarelli's Contraction Theorem to Nearly Spherical Manifolds
[NO] 301/1869 | Snow cover over the Iberian mountains in km-scale global climate simulations: evaluation and projected changes
[NO] 302/1869 | Disorder Suppression of Charge Density Wave in the Honeycomb Holstein Model
[YES] 303/1869 | Multi-Path Collaborative Reasoning via Reinforcement Learning
[NO] 304/1869 | ChronosObserver: Taming 4D World with Hyperspace Diffusion Sampling
[NO] 305/1869 | Accretion of Generalized Chaplygin Gas onto Cosmologically Coupled Black Holes
[NO] 306/1869 | Forging a Developed India: Growth Imperatives, Fiscal Sustainability, and Multilateral Partnerships for Viksit Bharat 2047
[NO] 307/1869 | Probing the three-body force in hadronic systems with specific charge parity
[YES] 308/1869 | Differentiable Weightless Controllers: Learning Logic Circuits for Continuous Control
[NO] 309/1869 | Silver Alloyed Wide Bandgap (Ag,Cu)(In,Ga)S2 Thin Film Solar Cells With 15.5% Efficiency
[NO] 310/1869 | A new dual RF sensor in gas detection and humidity influence
[NO] 311/1869 | Tight bounds for expected propagation time of probabilistic zero forcing
[NO] 312/1869 | Masked Symbol Modeling for Demodulation of Oversampled Baseband Communication Signals in Impulsive Noise-Dominated Channels
[NO] 313/1869 | ResDiT: Evoking the Intrinsic Resolution Scalability in Diffusion Transformers
[NO] 314/1869 | Rice-VL: Evaluating Vision-Language Models for Cultural Understanding Across ASEAN Countries
[NO] 315/1869 | Quaternionic stochastic areas on quaternionic full flag manifolds and applications
[NO] 316/1869 | Resonant Annihilation of WIMP Dark Matter for Halo Gamma Ray Signal
[NO] 317/1869 | A semigroup analogue of the Fonf--Lin--Wojtaszczyk ergodic characterization of reflexive Banach spaces with a basis
[YES] 318/1869 | BackportBench: A Multilingual Benchmark for Automated Backporting of Patches
[NO] 319/1869 | RE-LLM: Integrating Large Language Models into Renewable Energy Systems
[NO] 320/1869 | Consistency Flow Model Achieves One-step Denoising Error Correction Codes
[NO] 321/1869 | Qualitatively distinct mechanisms of noise-induced escape in diffusively coupled bistable elements
[NO] 322/1869 | PointNet4D: A Lightweight 4D Point Cloud Video Backbone for Online and Offline Perception in Robotic Applications
[NO] 323/1869 | Reversible Inversion for Training-Free Exemplar-guided Image Editing
[NO] 324/1869 | Accelerating Probabilistic Response-Time Analysis: Revised Critical Instant and Optimized Convolution
[NO] 325/1869 | Tree asymptotic densities in number theory
[NO] 326/1869 | Molecular Photonics Meets OLED Technology: The Untapped Potential of Lanthanide Emitters
[NO] 327/1869 | Stabilizing Reinforcement Learning with LLMs: Formulation and Practices
[NO] 328/1869 | Time Evolution of the Pinch Region of a Deflagration Plasma Accelerator
[NO] 329/1869 | Witnessing the Effective Entanglement in the COW Protocol
[NO] 330/1869 | Benchmarking Overton Pluralism in LLMs
[NO] 331/1869 | Circular current induced by angular dynamics in swarmalator populations
[NO] 332/1869 | Intrinsic Structure as a Proxy for Saliency: SVD-Based Weight Preservation for Mixed-Precision Quantization in Large Language Models
[NO] 333/1869 | Discovering Self-Protective Falling Policy for Humanoid Robot via Deep Reinforcement Learning
[NO] 334/1869 | Counting Lattice Points in Generalized Permutohedra From A to B
[NO] 335/1869 | Securing Large Language Models (LLMs) from Prompt Injection Attacks
[NO] 336/1869 | Panda: Self-distillation of Reusable Sensor-level Representations for High Energy Physics
[NO] 337/1869 | A Review of Wearable Sweat Monitoring Platforms: From Biomarker Detection to Signal Processing Systems
[NO] 338/1869 | Rethinking Intracranial Aneurysm Vessel Segmentation: A Perspective from Computational Fluid Dynamics Applications
[NO] 339/1869 | CuES: A Curiosity-driven and Environment-grounded Synthesis Framework for Agentic RL
[NO] 340/1869 | Lost in Distortion: Uncovering the Domain Gap Between Computer Vision and Brain Imaging - A Study on Pretraining for Age Prediction
[NO] 341/1869 | Generative Modeling with Continuous Flows: Sample Complexity of Flow Matching
[NO] 342/1869 | Cylinders in Du Val del Pezzo surfaces of degree one with Picard rank two
[NO] 343/1869 | Extraordinary cation-replace-cation antisite defect predominate in Bi2SeO5
[NO] 344/1869 | GR-RL: Going Dexterous and Precise for Long-Horizon Robotic Manipulation
[YES] 345/1869 | PromptBridge: Cross-Model Prompt Transfer for Large Language Models
[NO] 346/1869 | Personalized optimization of pediatric HD-tDCS for dose consistency and target engagement
[NO] 347/1869 | Input-Output Data-Driven Representation: Non-Minimality and Stability
[NO] 348/1869 | Towards Precision Gluon Densities at Small $x$: From Resummation to Collider Observables
[YES] 349/1869 | GPTrace: Effective Crash Deduplication Using LLM Embeddings
[NO] 350/1869 | Some remarks on L-equivalence for cubic fourfolds and hyper-Kähler manifolds
[YES] 351/1869 | hls4ml: A Flexible, Open-Source Platform for Deep Learning Acceleration on Reconfigurable Hardware
[NO] 352/1869 | Multi-frequency radio-continuum study of the LMC SNR N206 (Goat's Eye) and its "zig-zag" PWN
[NO] 353/1869 | VideoScoop: A Non-Traditional Domain-Independent Framework For Video Analysis
[NO] 354/1869 | On the Unreasonable Effectiveness of Last-layer Retraining
[NO] 355/1869 | FreqEdit: Preserving High-Frequency Features for Robust Multi-Turn Image Editing
[NO] 356/1869 | Identification of new Galactic symbiotic stars with SALT - II. New discoveries and characterization of the sample
[NO] 357/1869 | Wetterich's Equation and its Boundary Conditions for Radon Measures on Locally Convex Spaces
[NO] 358/1869 | A decoupled, unconditionally stable and second-order integrator for the Landau--Lifshitz--Gilbert equation with magnetoelastic effects
[NO] 359/1869 | An Elementary Proof Of The Josefson-Nissenzweig Theorem For Banach Spaces C(KxL)
[NO] 360/1869 | Quantitative correlations and some problems on prime factors of consecutive integers
[NO] 361/1869 | Predicted white-light solar flare emission from the F-CHROMA grid of models
[NO] 362/1869 | Effects of Zero-Point Motion in the High Harmonic Generation Spectrum of Solids
[NO] 363/1869 | Differentially Private and Federated Structure Learning in Bayesian Networks
[NO] 364/1869 | Approaching the Low Optical Loss Limit of Plasmonics using Potassium Metals
[NO] 365/1869 | Transient laser-induced periodic surface structures revealed by time-resolved EUV diffuse scattering
[NO] 366/1869 | Revisiting Direct Encoding: Learnable Temporal Dynamics for Static Image Spiking Neural Networks
[NO] 367/1869 | Current Challenges of Symbolic Regression: Optimization, Selection, Model Simplification, and Benchmarking
[NO] 368/1869 | Cross-Domain Validation of a Resection-Trained Self-Supervised Model on Multicentre Mesothelioma Biopsies
[NO] 369/1869 | Arithmetic closed forms count the Mersenne primes, the Fermat primes and the twin-prime pairs
[NO] 370/1869 | GRASP: Guided Residual Adapters with Sample-wise Partitioning
[YES] 371/1869 | ICAD-LLM: One-for-All Anomaly Detection via In-Context Learning with Large Language Models
[NO] 372/1869 | Horizon Data: Existence Results and a Near-Horizon Equation on General Null Hypersurfaces
[NO] 373/1869 | Computing Treedepth Obstructions
[NO] 374/1869 | Impact of local bunching factors in single-pass THz free electron lasers
[NO] 375/1869 | Cuffless Blood Pressure Estimation from Six Wearable Sensor Modalities in Multi-Motion-State Scenarios
[NO] 376/1869 | Rethinking Cybersecurity Ontology Classification and Evaluation: Towards a Credibility-Centered Framework
[NO] 377/1869 | Textured Word-As-Image illustration
[NO] 378/1869 | Antibunching in locally driven dissipative Lieb lattices
[NO] 379/1869 | The calm before the storm: High spatial resolution mosaic of active region NOAA 14274 at the onset of an X1.2 flare
[NO] 380/1869 | Searching for EeV photons with Telescope Array Surface Detector and neural networks
[NO] 381/1869 | A Two-Stage Fourth-Order Implicit Scheme for Stiff problems
[NO] 382/1869 | Electric polarization driven by non-collinear spin alignment investigated by first principles calculations
[NO] 383/1869 | Substellar Initial Mass Function of Trumpler 14
[NO] 384/1869 | MAC-SLU: Multi-Intent Automotive Cabin Spoken Language Understanding Benchmark
[NO] 385/1869 | Nuclear modification of heavy flavor decayed dielectrons in relativistic heavy-ion collisions
[NO] 386/1869 | Directly computing Wigner functions for open quantum systems
[NO] 387/1869 | Fixed Points in Quantum Metric Spaces: A Structural Advantage over Fuzzy Frameworks
[NO] 388/1869 | The Maxmin Value of Repeated Games with Incomplete Information on One Side and Tail-Measurable Payoffs
[NO] 389/1869 | In-Context Learning for Deep Joint Source-Channel Coding Over MIMO Channels
[NO] 390/1869 | MasHeNe: A Benchmark for Head and Neck CT Mass Segmentation using Window-Enhanced Mamba with Frequency-Domain Integration
[NO] 391/1869 | L2M-Calib: One-key Calibration Method for LiDAR and Multiple Magnetic Sensors
[NO] 392/1869 | Eu-assisted enhancement of photoresponse in MBE-grown CdO/Si photodetectors
[NO] 393/1869 | Exploring the ultra-faint dwarf Bootes I using JWST and HST: Metallicity distribution and binaries
[NO] 394/1869 | Existence and Nonlocal-to-Local Convergence for Singular, Anisotropic Nonlocal Cahn-Hilliard Equations
[NO] 395/1869 | Exact Objective Space Contraction for the Preprocessing of Multi-objective Integer Programs
[YES] 396/1869 | Teaching an Online Multi-Institutional Research Level Software Engineering Course with Industry - an Experience Report
[NO] 397/1869 | The parallel transport map over reductive homogeneous space
[NO] 398/1869 | MV-TAP: Tracking Any Point in Multi-View Videos
[YES] 399/1869 | LLM-Driven Corrective Robot Operation Code Generation with Static Text-Based Simulation
[NO] 400/1869 | Constraining Dark Acoustic Oscillations with the High-Redshift UV Luminosity Function
[NO] 401/1869 | Learning Sim-to-Real Humanoid Locomotion in 15 Minutes
[NO] 402/1869 | LLM CHESS: Benchmarking Reasoning and Instruction-Following in LLMs through Chess
[NO] 403/1869 | A robust generalizable device-agnostic deep learning model for sleep-wake determination from triaxial wrist accelerometry
[NO] 404/1869 | Feature-Based Semantics-Aware Scheduling for Energy-Harvesting Federated Learning
[NO] 405/1869 | Low-Rank Prehab: Preparing Neural Networks for SVD Compression
[NO] 406/1869 | Chain-of-Ground: Improving GUI Grounding via Iterative Reasoning and Reference Feedback
[NO] 407/1869 | SGDiff: Scene Graph Guided Diffusion Model for Image Collaborative SegCaptioning
[NO] 408/1869 | The Equivalence of Fast Algorithms for Convolution, Parallel FIR Filters, Polynomial Modular Multiplication, and Pointwise Multiplication in DFT/NTT Domain
[NO] 409/1869 | Basis Choices for Frequency Domain Statistical Independence Tests and Algorithms for Algebraic Relation Extraction
[NO] 410/1869 | A framework for disentangling spatial and visual neural representations
[NO] 411/1869 | Spontaneous Symmetry Breaking in Two-dimensional Long-range Heisenberg Model
[NO] 412/1869 | Real-time RFI Excision Techniques and Their Limitations
[NO] 413/1869 | An Empirical Study of Agent Developer Practices in AI Agent Frameworks
[NO] 414/1869 | Explicit and universal formula for thermodynamic volume in extended black hole thermodynamics
[NO] 415/1869 | Uncertainty quantification in load profiles with rising EV and PV adoption: the case of residential, industrial, and office buildings
[NO] 416/1869 | Weak, extended water vapor emission in the Horsehead nebula
[NO] 417/1869 | Tight Bounds for Feedback Vertex Set Parameterized by Clique-width
[NO] 418/1869 | NeuroHJR: Hamilton-Jacobi Reachability-based Obstacle Avoidance in Complex Environments with Physics-Informed Neural Networks
[NO] 419/1869 | Exploring Human Perceptions of AI Responses: Insights from a Mixed-Methods Study on Risk Mitigation in Generative Models
[NO] 420/1869 | Active chromospheric fibril singularity: Coordinated observations from Solar Orbiter, SST, and IRIS
[NO] 421/1869 | Scalable Quantum Reversible BCD Adder Architectures with Enhanced Speed and Reduced Quantum Cost for Next-Generation Computing
[NO] 422/1869 | Lyapunov 1-forms on orbifolds
[NO] 423/1869 | Prejudiced Futures? Algorithmic Bias in Time Series Forecasting and Its Ethical Implications
[YES] 424/1869 | Tahr: The Generative Attribute Grammar Framework
[NO] 425/1869 | An algebraic characterisation of non-Archimedean Stein spaces
[NO] 426/1869 | Testing Transformer Learnability on the Arithmetic Sequence of Rooted Trees
[NO] 427/1869 | Topological Order in Deep State
[NO] 428/1869 | BHRAM-IL: A Benchmark for Hallucination Recognition and Assessment in Multiple Indian Languages
[NO] 429/1869 | Dispersion-Mediated Space-Time States
[NO] 430/1869 | Uniform Norm Error Estimates for 2D Turning Point Problem
[NO] 431/1869 | A Fluctuation-Dissipation Structure of Quantum Dynamical Semigroups Reveals a Unique Internal Hamiltonian
[NO] 432/1869 | Goodness-of-fit testing from observations with multiplicative measurement error
[NO] 433/1869 | Seeing through Imagination: Learning Scene Geometry via Implicit Spatial World Modeling
[NO] 434/1869 | Dimension-free error estimate for diffusion model and optimal scheduling
[NO] 435/1869 | Decision Tree Embedding by Leaf-Means
[NO] 436/1869 | Sharp Self-Normalized Concentration Inequalities of Marginal Mean with Sample Variance Only
[NO] 437/1869 | Envision: Benchmarking Unified Understanding & Generation for Causal World Process Insights
[NO] 438/1869 | Much Ado About Noising: Dispelling the Myths of Generative Robotic Control
[NO] 439/1869 | Inferring planet occurrence rates from radial velocities
[NO] 440/1869 | Role of qubits in quantum entanglement and quantum teleportation
[NO] 441/1869 | Evaluating SAM2 for Video Semantic Segmentation
[NO] 442/1869 | IGen: Scalable Data Generation for Robot Learning from Open-World Images
[NO] 443/1869 | Generalized Nagaoka ferromagnetism accompanied by flavor-selective Mott states in an SU($N$) Fermi-Hubbard model
[NO] 444/1869 | OzDES Reverberation Mapping of Active Galactic Nuclei: Final Data Release, Black-Hole Mass Results, & Scaling Relations
[NO] 445/1869 | Analysis framework for higher-order temporal correlations with applications to human heartbeats
[NO] 446/1869 | Closing the Approximation Gap of Partial AUC Optimization: A Tale of Two Formulations
[NO] 447/1869 | Microscopic origin of the spin-splitting in altermagnets
[NO] 448/1869 | TabletopGen: Instance-Level Interactive 3D Tabletop Scene Generation from Text or Single Image
[NO] 449/1869 | Data-driven Radiative Magnetohydrodynamics Simulations with the MURaM Code: the Emergence of Active Region 11158 and the X2.2 Flare
[NO] 450/1869 | Learning to Reconstruct Temperature Field from Sparse Observations with Implicit Physics Priors
[NO] 451/1869 | Quantum Chromatic Number of Subgraphs of Orthogonality Graphs and the Distance-2 Hamming Graph
[NO] 452/1869 | RoboLoc: A Benchmark Dataset for Point Place Recognition and Localization in Indoor-Outdoor Integrated Environments
[NO] 453/1869 | fMRI2GES: Co-speech Gesture Reconstruction from fMRI Signal with Dual Brain Decoding Alignment
[NO] 454/1869 | Scoring-based Static Variable Ordering for Decision Diagram-based Quantum Circuit Simulation
[NO] 455/1869 | TempPerturb-Eval: On the Joint Effects of Internal Temperature and External Perturbations in RAG Robustness
[NO] 456/1869 | Metasurface Holography on a Relative-Phase Manifold for Stable and High Fidelity Tweezer-Array Generation
[NO] 457/1869 | Toward a benchmark for CTR prediction in online advertising: datasets, evaluation protocols and perspectives
[NO] 458/1869 | Data assimilation and discrepancy modeling with shallow recurrent decoders
[NO] 459/1869 | Evaluating AI Companies' Frontier Safety Frameworks: Methodology and Results
[YES] 460/1869 | 2D-ThermAl: Physics-Informed Framework for Thermal Analysis of Circuits using Generative AI
[NO] 461/1869 | Additive generator pairs of overlap functions
[NO] 462/1869 | Dynamic Algorithm for Explainable k-medians Clustering under lp Norm
[NO] 463/1869 | Lifting free modules to generalized Weyl algebras
[NO] 464/1869 | QuantumCanvas: A Multimodal Benchmark for Visual Learning of Atomic Interactions
[NO] 465/1869 | Improved QED correction model for the GRASP2018 package
[NO] 466/1869 | Learning Reduced Representations for Quantum Classifiers
[NO] 467/1869 | Generating Random Hyperfractal Cities
[NO] 468/1869 | AUnified Framework for N-Dimensional Visualization and Simulation: Implementation and Evaluation including 4D Boolean
[NO] 469/1869 | Winning Solutions for the Rayan AI Contest: Compositional Retrieval, Zero-Shot Anomaly Detection, and Backdoor Detection
[NO] 470/1869 | Consistent Regularization of Signature-Changing BTZ Black Holes
[NO] 471/1869 | All-optical directional switching of non-thermal photocurrents in plasmonic nanocircuits
[NO] 472/1869 | CourtMotion: Learning Event-Driven Motion Representations from Skeletal Data for Basketball
[NO] 473/1869 | A Unified Bayesian Framework for Stochastic Data-Driven Smoothing, Prediction, and Control
[NO] 474/1869 | A Nonlinear Low-rank Representation Model with Convolutional Neural Network for Imputing Water Quality Data
[NO] 475/1869 | Robustness and resilience of dynamical networks in biology and epidemiology
[NO] 476/1869 | Automated Risk-of-Bias Assessment of Randomized Controlled Trials: A First Look at a GEPA-trained Programmatic Prompting Framework
[NO] 477/1869 | RadioPiT: Radio Map Generation with Pixel Transformer Driven by Ultra-Sparse Real-World Data
[NO] 478/1869 | Model-Based Clustering of Functional Data Via Random Projection Ensembles
[NO] 479/1869 | FastAnimate: Towards Learnable Template Construction and Pose Deformation for Fast 3D Human Avatar Animation
[NO] 480/1869 | Effects of thermal annealing and film thickness on the structural and optical properties of indium-tin-oxide thin films
[NO] 481/1869 | A Selective Temporal Hamming distance to find patterns in state transition event timeseries, at scale
[NO] 482/1869 | zea: A Toolbox for Cognitive Ultrasound Imaging
[NO] 483/1869 | Multiplicity of characters of finite reductive groups and Drinfeld doubles
[NO] 484/1869 | Active Hypothesis Testing under Computational Budgets with Applications to GWAS and LLM
[NO] 485/1869 | MDiff4STR: Mask Diffusion Model for Scene Text Recognition
[NO] 486/1869 | Active Force Dynamics in Red Blood Cells Under Non-Invasive Optical Tweezers
[NO] 487/1869 | Acoustic helical dichroism enhanced by chiral quasi-bound states in the continuum
[NO] 488/1869 | Field-free diode effects in one-dimensional superconductor: a complex interplay between Fulde-Ferrell pairing and altermagnetism
[NO] 489/1869 | The Power Method for Non-Hermitian Dual Quaternion Matrices
[NO] 490/1869 | Role of impurity statistics and medium constraints in polaron-polaron interactions
[NO] 491/1869 | Questioning the cuprate paradigm - absence of superfluid density loss in several overdoped cuprates I
[NO] 492/1869 | Extension of interferometric particle imaging to small ice-crystal sizes using the Discrete Dipole Approximation
[NO] 493/1869 | MP and DPP for Mean-Variance Portfolio Selection Problem with Poisson Jumps, Recursive Utility and Their Relationship
[NO] 494/1869 | SRAM: Shape-Realism Alignment Metric for No Reference 3D Shape Evaluation
[NO] 495/1869 | Structured Spectral Reasoning for Frequency-Adaptive Multimodal Recommendation
[NO] 496/1869 | Even torsions in the homology group of the Milnor fiber boundary of hyperplane arrangements in $\mathbb{C}^3$
[NO] 497/1869 | Directed evolution algorithm drives neural prediction
[NO] 498/1869 | Joint Constraints on Fuzzy and Warm Dark Matter from Satellite Populations of the Milky Way and Andromeda
[YES] 499/1869 | LAURA: Enhancing Code Review Generation with Context-Enriched Retrieval-Augmented LLM
[NO] 500/1869 | A Wolf in Sheep's Clothing: Bypassing Commercial LLM Guardrails via Harmless Prompt Weaving and Adaptive Tree Search
[NO] 501/1869 | InternVideo-Next: Towards General Video Foundation Models without Video-Text Supervision
[NO] 502/1869 | Quantum state preparation and transfer based on the bound state in the doublon continuum
[NO] 503/1869 | AlignVid: Training-Free Attention Scaling for Semantic Fidelity in Text-Guided Image-to-Video Generation
[NO] 504/1869 | Prompt perturbation and fraction facilitation sometimes strengthen Large Language Model scores
[NO] 505/1869 | TagSplat: Topology-Aware Gaussian Splatting for Dynamic Mesh Modeling and Tracking
[NO] 506/1869 | Agreement-Constrained Probabilistic Minimum Bayes Risk Decoding
[NO] 507/1869 | Gaussian Swaying: Surface-Based Framework for Aerodynamic Simulation with 3D Gaussians
[NO] 508/1869 | RoboDriveVLM: A Novel Benchmark and Baseline towards Robust Vision-Language Models for Autonomous Driving
[NO] 509/1869 | Transposed Poisson structures on the $q$-analog Virasoro-like algebras and $q$-Quantum Torus Lie algebras
[NO] 510/1869 | TBT-Former: Learning Temporal Boundary Distributions for Action Localization
[NO] 511/1869 | EGG-Fusion: Efficient 3D Reconstruction with Geometry-aware Gaussian Surfel on the Fly
[NO] 512/1869 | Experimental Methods, Health Indicators, and Diagnostic Strategies for Retired Lithium-ion Batteries: A Comprehensive Review
[NO] 513/1869 | Supervised Contrastive Machine Unlearning of Background Bias in Sonar Image Classification with Fine-Grained Explainable AI
[NO] 514/1869 | milearn: A Python Package for Multi-Instance Machine Learning
[NO] 515/1869 | On the Morrison-Kawamata dream space and its applications
[NO] 516/1869 | Q2D2: A Geometry-Aware Audio Codec Leveraging Two-Dimensional Quantization
[NO] 517/1869 | Stay Unique, Stay Efficient: Preserving Model Personality in Multi-Task Merging
[NO] 518/1869 | Value of Communication in Goal-Oriented Semantic Communications: A Pareto Analysis
[NO] 519/1869 | Data-Centric Visual Development for Self-Driving Labs
[NO] 520/1869 | Improved Mean Flows: On the Challenges of Fastforward Generative Models
[NO] 521/1869 | The Astrometric Resoeccentric Degeneracy: Eccentric Single Planets Mimic 2:1 Resonant Planet Pairs in Astrometry
[NO] 522/1869 | RoaD: Rollouts as Demonstrations for Closed-Loop Supervised Fine-Tuning of Autonomous Driving Policies
[NO] 523/1869 | Neural steering vectors reveal dose and exposure-dependent impacts of human-AI relationships
[NO] 524/1869 | Dilute Limit Coarsening with an Anisotropic Surface Tension
[NO] 525/1869 | AI-Driven Optimization under Uncertainty for Mineral Processing Operations
[NO] 526/1869 | Can a Higher Order Markov Chain Be Treated as a First Order Markov Chain?
[YES] 527/1869 | Learned-Rule-Augmented Large Language Model Evaluators
[NO] 528/1869 | Probing Neutrino-Light-Quark Effective Scalar Interactions from Neutrino Masses
[NO] 529/1869 | Guardian: Detecting Robotic Planning and Execution Errors with Vision-Language Models
[YES] 530/1869 | Agentic Policy Optimization via Instruction-Policy Co-Evolution
[NO] 531/1869 | Piston-Like Information Engine I: Universal Features in Equilibrium
[NO] 532/1869 | Bi-Lipschitz Invariants in Singularity Theory: Lojasiewicz Exponent, Multiplicity, and Euler Obstruction
[NO] 533/1869 | Probing hard/soft factorization via beam-spin asymmetry in exclusive pion electroproduction from the proton
[NO] 534/1869 | Gersten conjecture for K-theory on Henselian schemes and $φ$-motivic localisation
[NO] 535/1869 | Giant Outer Transiting Exoplanet Mass (GOTEM) Survey.VII. TOI-6041: a multi-planet system including a warm Neptune exhibiting strong TTVs
[NO] 536/1869 | StyleYourSmile: Cross-Domain Face Retargeting Without Paired Multi-Style Data
[NO] 537/1869 | High-Sensitivity NV Ensemble Imaging via AOD-Based Raster Scanning and Photodetection
[NO] 538/1869 | Predicting Human Chess Moves: An AI Assisted Analysis of Chess Games Using Skill-group Specific n-gram Language Models
[NO] 539/1869 | Experiment design using prior knowledge on controllability and stabilizability
[NO] 540/1869 | Uniformity in learning structures
[NO] 541/1869 | Phase Diagram and Criticality of the Modified Primitive Electrolyte Model in Bulk and in Inert and Conducting Confinement
[NO] 542/1869 | Storage capacity of perceptron with variable selection
[NO] 543/1869 | Excluding a Forest Induced Minor
[NO] 544/1869 | Delay Tolerant Networking to Extend Connectivity in Rural Areas Using Public Transport Systems: Design And Analysis
[NO] 545/1869 | All K-theory is squares K-theory
[NO] 546/1869 | DeepCAVE: A Visualization and Analysis Tool for Automated Machine Learning
[NO] 547/1869 | JFR: An Efficient Jump Frontier Relaxation Strategy for Bellman-Ford
[NO] 548/1869 | The Hidden Cost of Straight Lines: Quantifying Misallocation Risk in Voronoi-based Service Area Models
[NO] 549/1869 | Global and local existence of solutions for a novel type of parabolic Kirchhoff system with singular term
[NO] 550/1869 | Learned Image Compression for Earth Observation: Implications for Downstream Segmentation Tasks
[NO] 551/1869 | The Active and Noise-Tolerant Strategic Perceptron
[NO] 552/1869 | Dual Randomized Smoothing: Beyond Global Noise Variance
