[2025-12-25 09:12:47] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-24
正在获取论文...
[arXiv] 2025-12-24 | UniPR-3D: Towards Universal Visual Place Recognition with Visual Geometry Grounded Transformer
[IEEE] 2025-12-24 | Suppressing High-frequency Resonance in MMC HVDC System Using Passivation Schemes based on Virtual Flux and Digital Differentiator
[IEEE] 2025-12-24 | Low-Power System for Spatial Tactile Detection using a Self-Sensing Nanocomposite with On-Device Adaptive Regularization
[IEEE] 2025-12-24 | Multi-Dimensional Optimization for STAR-RIS Aided NOMA Communications With Different Operational Protocols
[IEEE] 2025-12-24 | CySIDER: Cybersecurity Situational Intelligence Framework for DER Networks
[IEEE] 2025-12-24 | A Digital Twin Framework for Human Organs modeling and forecasting in the Metaverse
[IEEE] 2025-12-24 | Disconnecting Users from Virtual Worlds with a Single Packet: an Unreal Untold Story
[IEEE] 2025-12-24 | CNN-Mamba Hybrid Network for Efficient Hyperspectral Image Compression
[IEEE] 2025-12-24 | Negative Sample Learning based Surface Defect Detection for Lithium Battery Tabs
[IEEE] 2025-12-24 | Enterprise Architecture Design Using TOGAF ADM on Bank XYZ Employee Training Information System
[IEEE] 2025-12-24 | A CISO Perspective on Board-Level Involvement in Information Security Governance
[IEEE] 2025-12-24 | Integrated Wheelie-Traction Controller for Maximum Acceleration in High Performance Electric Motorcycle
[IEEE] 2025-12-24 | Psychomare: A Psychoanalytic and XR-Based Artistic Exploration into Nightmare Visualization
[IEEE] 2025-12-24 | A pedestrian target detection method based on the improved YOLOv12n lightweight model
[IEEE] 2025-12-24 | Emotion Recognition Based on Multi-Modal Physiological Signals
[IEEE] 2025-12-24 | Multi-objective Beamforming Algorithm for RIS-assisted Backscatter V2I Communication System
[IEEE] 2025-12-24 | Design and Simulation of a Multilevel Boost Converter
[IEEE] 2025-12-24 | Seamless Mode Transition Method Considering Voltage-Second Balance of Magnetic Component Between Transition to Reduce the Voltage Stress for Wide Output Voltage Range of Full Bridge Resonant Converter
[IEEE] 2025-12-24 | Delay Effect of Switch-Level Current Limitation in Islanded-Mode dVOC Inverter
[IEEE] 2025-12-24 | Hybrid Architecture Based on Siamese U-Net for Few-Shot Image Segmentation of Nanomaterials
[IEEE] 2025-12-24 | Design of a Material Transport Cart for a Factory in the Aviation Industry
[IEEE] 2025-12-24 | Environmental and Economic Assessment of Aircraft Noise and Emissions in Flight Trajectory Optimization
[IEEE] 2025-12-24 | In-orbit experience from VZLUSAT-2 mission: From freely rotating to nadir pointing CubeSat
[IEEE] 2025-12-24 | Dynamic Modeling and Robust Cascade Control of Feed Drives
[ACM] 2025-12-24 | Crosstalk Analysis of Long Interconnects with Different Driver Cells in 28nm Technology
[ACM] 2025-12-24 | Accelerating Delta Debugging through Probabilistic Monotonicity Assessment
[ACM] 2025-12-24 | How Do Communities of ML-Enabled Systems Smell? A Cross-Sectional Study on the Prevalence of Community Smells
[ACM] 2025-12-24 | Towards Efficient and Privacy-Preserving Cloud Computing
[ACM] 2025-12-24 | Design and Development of a Predictive Security Threat Management System Leveraging CWEs, CVEs, and CAPECs
[ACM] 2025-12-24 | Gaia: Hybrid Hardware Acceleration for Serverless AI in the 3D Compute Continuum
[ACM] 2025-12-24 | Human-AI Collaboration in Generating Graphical Museum Descriptions
[IEEE] 2025-12-24 | In-Network Recovery of Delayed and Missing PMU Measurements using Programmable Switches
[IEEE] 2025-12-24 | Surface Finish of the Burnished Mold Steel after Plasma Nitriding
[IEEE] 2025-12-24 | Trajectory optimization of 6-DOF upper limb rehabilitation robot using Genetic Algorithms
[IEEE] 2025-12-24 | Hybrid Cryptographic Architecture for Multi-Platform Blockchain Document Signing: Technical Innovation and Cross-Chain Interoperability
[IEEE] 2025-12-24 | Methods for Mathematical Model Construction of Squirrel Cage Induction Motor in Discrete Time
[IEEE] 2025-12-24 | The impact of conflict situations on the workload of air traffic controllers during simulator training
[IEEE] 2025-12-24 | Exoskeletons in Aircraft Industry: Overview of Available Knowledge and Implementation Experience
[IEEE] 2025-12-24 | ChainFedTwin: A Blockchain-Based Federated Learning Framework for Secure, Explainable Digital-Twin Collaboration
[IEEE] 2025-12-24 | Simulacra Naturae: Generative Ecosystem driven by Agent-Based Simulations and Brain Organoid Collective Intelligence
[IEEE] 2025-12-24 | Analysis of Underwater Target Detection by UAVs Using Airborne Magnetic Sensors
[IEEE] 2025-12-24 | Graphical Approach for Sub-Optimal Unity Power Factor Control of Interior Permanent Magnet Synchronous Motor Drives
[IEEE] 2025-12-24 | A Study on Circuit Technologies for Improving the Efficiency of Active Cell Balancing
[IEEE] 2025-12-24 | Evaluation of Voltage-Offset Resistive Control for Photovoltaic Panels in Solar Electric Vehicles
[IEEE] 2025-12-24 | Sensorless Control of IPMSM Using Sliding Observer Based on Model for Realizing MTPA Control
[IEEE] 2025-12-24 | Output Power Feedback Control for DC-DC Converter Utilizing Singular Auxiliary Chopper Circuit
[IEEE] 2025-12-24 | Decentralized and Secure AOI Framework Using Smart Contracts on Jetson Devices
[IEEE] 2025-12-24 | Sentiment Analysis of User Feedback on Generative AI Tools
[IEEE] 2025-12-24 | Implementation of Nonlinear Flux Linkage Model for PMSM in Electric Motor Emulator
[IEEE] 2025-12-24 | Real-Time Disturbance Magnetic Field Observation Method Based on Multiple Sensors to Enhance the Directionality of Active Disturbance Suppression in MCG Systems
[IEEE] 2025-12-24 | Coupled Mode Theory Inspired Design of Ultra-Sensitive Planar Bio-Sensor Based on SIW Resonator
[IEEE] 2025-12-24 | Thank You for Your Outstanding Service as Associate Editor for Book Reviews
[IEEE] 2025-12-24 | Improved Quantum Genetic Support Vector Machines for Hand Gesture Recognition by Micro-Doppler Effect
[IEEE] 2025-12-24 | Secure Quantum-Optical Communication Using Chua’s Oscillator based Superdense Coding
[IEEE] 2025-12-24 | Deep Reinforcement Learning Based DFE Structure Optimization for High-Speed DRAM Signals
[IEEE] 2025-12-24 | Treating Mild to Moderate Depression with Transcutaneous Electrical Cranial-Auricular Vagus Nerve Stimulation: A Study of Brain Functional Networks
[IEEE] 2025-12-24 | LLM-Aided Prediction and RL-Based Optimization for Secure Communications in Low-Altitude Economy Networks
[IEEE] 2025-12-24 | Two Time-Scale Hierarchical Sequential Multi-agent DRL framework with Compute Reuse for Energy and Delay Minimization in UAV-based Edge
[IEEE] 2025-12-24 | Intelligent Meta-Surfaces Aided Transparent Transmission in Urban Environment
[IEEE] 2025-12-24 | Author Index
[IEEE] 2025-12-24 | Title Page i
[IEEE] 2025-12-24 | iCAST 2025 Cover Page
[IEEE] 2025-12-24 | Gain-Scheduled Data-Enabled Predictive Control: A DeePC Approach for Nonlinear Systems
[IEEE] 2025-12-24 | Digital Twin-Based Pedagogical Design Framework for Augmented Reality in Education
[IEEE] 2025-12-24 | Sensor-Driven Entropy for Energy-Efficient Security in Optical Camera Communication Systems
[IEEE] 2025-12-24 | Front Cover
[IEEE] 2025-12-24 | Active Suspension Hydraulic Systems with Noise and Disturbances: A Novel Finite Time Variable Gain Control Method_supp2-3646645.mp4
[ACM] 2025-12-24 | A High-Sensitivity Microchannel Surface Plasmon Resonance Refractive Index Sensor Based on PSO-BP Neural Network.
[ACM] 2025-12-24 | A Robotic Digital Construction Workflow for Puzzle-Assembled Freeform Architectural Components Using Castable Sustainable Materials
[ACM] 2025-12-24 | Optimization research and application of Steering Actuator of DZ Vertical Drilling System
[ACM] 2025-12-24 | Evolutionary Train-Test Split for Hierarchical Monte Carlo Ensemble
[ACM] 2025-12-24 | Assessing the Effectiveness of the Tigress Obfuscator Against MOPSA and BinaryNinja
[IEEE] 2025-12-24 | Efficient 3D Scene Reconstruction from Multi-View RGB Images Using Optimized Gaussian Splatting
[IEEE] 2025-12-24 | IRS-Assisted Secure Transmission for Remote State Estimation in the Presence of Eavesdroppers
[IEEE] 2025-12-24 | An Optimal Zero-Sequence Component Injection Method With Reduced Low-Frequency Voltage and Current Ripples for Improved Three-Phase Three-Level Multi-Port Converter
[IEEE] 2025-12-24 | A Maximum Entropy Approach to Joint Obstacle-Aware Routing and Facility Location in UAV Networks Under Energy Constraints
[IEEE] 2025-12-24 | Device-to-Device Coded Caching for Multiaccess Networks with Combinatorial Access Topology
[IEEE] 2025-12-24 | MCLPF: Malware Collaborative Detection with LLM-Enhanced Pruning for Attributed Interpretable Flow Graphs
[IEEE] 2025-12-24 | Source-Free Time-Series Domain Adaptation With Prior Evaluation of Model Salience
[IEEE] 2025-12-24 | Suppressing ghost artifacts in pre-stack angle gathers using a pre-established U-net trained with local stacked depth images
[IEEE] 2025-12-24 | Flood Extent Mapping From SAR Images by A Dynamic Threshold: A Case Study of 2022 Compound Flood in Northeastern Bangladesh
[IEEE] 2025-12-24 | Task Offloading for Edge Metaverse: A Joint BSUM and Reinforcement Learning Approach
[IEEE] 2025-12-24 | An Improved Finite Set Model Predictive Current Control for Variable Flux Memory Machines
[IEEE] 2025-12-24 | Adaptive Pilot Monitoring: Unsupervised Artifact Detection and Atypical State Identification in Multimodal Physiological Signals
[IEEE] 2025-12-24 | Crypto-assets in the afterlife: Rethinking European inheritance laws in the digital age
[IEEE] 2025-12-24 | Design of Sliding mode Fault-Tolerant Controller for an Electro-Hydrostatic System Using Neural Network Approximator
[IEEE] 2025-12-24 | Compact Drive Unit for Omnidirectional Robotic Platforms Based on Integrated Mecanum Wheels with Central Transmission
[IEEE] 2025-12-24 | Synchronous Terminal Sliding Mode Control using Time Delay Estimation for a 4-DoF Parallel Manipulator under lumped uncertainties
[IEEE] 2025-12-24 | An enhanced integration framework for plug-and-play digital twins of robots
[IEEE] 2025-12-24 | Learning-Based Active Fault-Tolerant Trajectory Tracking for Autonomous Vehicles Using Feedback Linearization and Gaussian Processes
[IEEE] 2025-12-24 | Sliding Mode Control with Nonlinear Disturbance Observer for Suspension Performance Improvement in Active Pneumatic Quarter-Car Systems
[IEEE] 2025-12-24 | Sparse Bayesian Reconstruction Algorithm for Communication Signals in Compressed Sensing Using Generalized Approximate Message Passing
[IEEE] 2025-12-24 | Low-Light Object Detection via Gray-Level Difference Statistics Texture Enhancement and Sauvola Local Thresholding*
[IEEE] 2025-12-24 | Research on the intent intelligent judgment method of maritime multipurpose aircraft
[IEEE] 2025-12-24 | A Low-Power Full Adder Design with Compact Layout Implemented in 16nm Technology
[IEEE] 2025-12-24 | ReViXNET50: Enhanced Deep Learning Model for Image Multi-Classification on Brain Tumor Detection with Image Enhancement Optimization
[IEEE] 2025-12-24 | A Feasibility Assessment Framework for Identifying Successful Data Spaces
[IEEE] 2025-12-24 | Optimized Active-Clamping Control Strategies for Bidirectional Full-Bridge DC-DC Converters
[IEEE] 2025-12-24 | Extenics Theory-Based Speed Controller Design for a Brushless DC Motor Drive System
[ACM] 2025-12-24 | Benchmarking Large Language Models for Autonomous Run-time Error Repair: Toward Self-Healing Software Systems
[ACM] 2025-12-24 | LLM Vs Rule-Based - The COBRAIN Tool and An Empirical Study on Extracting Business Rules from COBOL
[ACM] 2025-12-24 | Incidents During Microservice Decomposition: A Case Study
[ACM] 2025-12-24 | Towards Lean Research Inception: Assessing Practical Relevance of Formulated Research Problems
[ACM] 2025-12-24 | Dual-Space Augmentation and Sampling for Training Language Models on Limited and Imbalanced Surgical Reports
[ACM] 2025-12-24 | ALOHA: A(IBoM) tooL generatOr for Hugging fAce
[ACM] 2025-12-24 | Simulation Study on Viscous Hydrodynamics of Net Cage Cleaning ROV Based on CFD
[ACM] 2025-12-24 | Research on the Application and Development of Hybrid Perception Technology in Exoskeletons
[ACM] 2025-12-24 | A Machining Feature Recognition Algorithm for Models with Fragmented Surfaces Based on Attributed Adjacency Graphs
[ACM] 2025-12-24 | Research on corrosion monitoring technology of carbon steel under marine atmospheric environment based on corrosion big data
[IEEE] 2025-12-24 | Adaptive Neural Bipartite Containment of Deferred State-Constrained Multi-agent Systems under Event-Triggered Communication
[IEEE] 2025-12-24 | Sensorless Model Predictive Current Control of Permanent Magnet Synchronous Motor Based on Predictive Current Error
[IEEE] 2025-12-24 | An Integrated Approach to Knowledge and Prediction Modeling of Breast Cancer Metastasis Using Gene Regulatory Networks_supp1-3647659.pdf
[IEEE] 2025-12-24 | Digital-Driven Sustainability: the Role of Digitalization in Mitigating Environmental Misconduct in Emerging Economies_supp1-3647495.docx
[IEEE] 2025-12-24 | ICMT 2025 Copyright Page
[IEEE] 2025-12-24 | Message from Program and General Chairs
[IEEE] 2025-12-24 | Flexible Piezo-resistive Strain Sensors Using Ternary Conductive Hybrid Nanocomposites Integrated Into Wearable Smart Gloves For Human-Machine Interface
[IEEE] 2025-12-24 | FedGSE: Gradient-Based Submodel Extraction for Resource-Constrained Federated Learning
[IEEE] 2025-12-24 | Integrated Magnetic Structure to Improve High Power Region Efficiency for Dual Active Bridge Converter
[IEEE] 2025-12-24 | Privacy-Preserving Sketches for Securely Estimating Intersection Cardinality Over Distributed Data Sets
[IEEE] 2025-12-24 | You Only Look One Step: Accelerating Backpropagation in Diffusion Sampling with Gradient Shortcuts
[IEEE] 2025-12-24 | SAM-FuseNet: Segment Anything Guided Multi-Modal Fusion for RGB–Thermal Aerial Robotic Perception
[IEEE] 2025-12-24 | Integrated Sensing and Communication with Index Modulation over Pinching Antennas
[IEEE] 2025-12-24 | ANHP: Adaptive Neural Hawkes Processes for Causal Structure Learning on Event Sequences
[IEEE] 2025-12-24 | Energy-Efficient Transmission Scheduling with Uncertainty-Aware Data Imputation for mHealth
[IEEE] 2025-12-24 | ITALYSIG: Open and High Fidelity I/Q Signal Database with Tutorial and Applications for Wireless Research
[IEEE] 2025-12-24 | InsDD-YOLO: Detection of Transmission Line Insulator Damage Based on The Improved YOLOv13 Model
[IEEE] 2025-12-24 | Exploiting Expertise of Non-Expert and Diverse Agents in Social Bandit Learning: A Free Energy Approach
[IEEE] 2025-12-24 | A Novel Multi-scale Residual Active Deep Q-learning Network for Intelligent Bearing Fault Diagnosis with Small Training Data
[IEEE] 2025-12-24 | Asynchronous Unsourced Random Access in Cell-Free Wireless Communication Systems
[IEEE] 2025-12-24 | State Machine Implementation for Safe Shutdown Strategies of Dual Active Bridge Converters
[IEEE] 2025-12-24 | Verification of Frequency Multiplying Inverter by Cascaded H-Bridge for Wireless Power Transfer
[IEEE] 2025-12-24 | Phase-Based High-Sensitivity Metal Object Detection for Electric Vehicle Wireless Charging
[IEEE] 2025-12-24 | Power Flow Analysis of Hybrid Solar-Grid Shore Power Systems for Emission Reduction
[IEEE] 2025-12-24 | Application of Active Cell Balancing Techniques for Electric Vehicles
[IEEE] 2025-12-24 | Research on Fast Backprojection Algorithm for TOPS SAR Imaging
[IEEE] 2025-12-24 | A Comparative Study of Metaheuristic Algorithms for Coverage-Aware Multi-UAV Path Planning in Complex Threat Environments
[IEEE] 2025-12-24 | Intelligent Mobile Robot Fall Detection System Integrating Pose Estimation and YOLO
[IEEE] 2025-12-24 | Design and Evaluation of a Secure Coding Approach Based on Static and Dynamic Testing in Compliance with ISO 27001:2022 Standard
[IEEE] 2025-12-24 | Desaturation Function Blanking Time Design Considering Parasitic Circuit Parameters
[IEEE] 2025-12-24 | Experimental Evaluation of a Regenerative Test System for Power Devices Under Soft-Switching Conditions
[IEEE] 2025-12-24 | A Grid-Forming Inverter with Virtual Damper Winding
[IEEE] 2025-12-24 | Innovative Approach to Non-Destructive Diagnostics of UAV Components Using Integrated Sensors
[IEEE] 2025-12-24 | Military Aviation Regulations and their Interaction with Civil Aviation Regulations
[IEEE] 2025-12-24 | Poster: Applying a Distinguished Framework to Ensure Privacy-by-Design and Composability in a Regulated Tokenized Multi-Asset Network
[ACM] 2025-12-24 | Proposal of the Assessment of the 4-Workflow Model for Secure Agile Process Practices
[ACM] 2025-12-24 | On the Prevalence and Usage of Commit Signing on GitHub
[ACM] 2025-12-24 | How Are We Doing With Using AI-Based Programming Assistants For Privacy-Related Code Generation? The Developers' Experience
[ACM] 2025-12-24 | Bake Two Cakes with One Oven: RL for Defusing Popularity Bias and Cold-start in Third-Party Library Recommendations
[ACM] 2025-12-24 | Designing experiment objects for Continuous Experimentation: An exploratory multiple-case study
[ACM] 2025-12-24 | Stability analysis of enhanced swarm systems based on weights
[IEEE] 2025-12-24 | A New Three-Port DC-DC-AC Converter with Single-Phase Buck-Boost AC Output
[IEEE] 2025-12-24 | Remote Sensing Single Image Dehazing With Histogram Degradation Representation Learning
[IEEE] 2025-12-24 | Heterogeneous Multirobot Team: Maritime Inspection and Intervention in Global Navigation Satellite System-Denied Scenarios
[IEEE] 2025-12-24 | IEEE Transactions on Communications Publication Information
[IEEE] 2025-12-24 | Blank Page
[IEEE] 2025-12-24 | iMETA 2025 Committees
[IEEE] 2025-12-24 | Program Committee: CBI 2025
[IEEE] 2025-12-24 | Microwave Acoustic Device Integration for In-Band Full-Duplex Applications
[IEEE] 2025-12-24 | Data-Driven Methods of Distributed Control to Multi-Input Linear Systems
[IEEE] 2025-12-24 | MarkingVLM: Vision-Language Model for Few-Shot IC Marking Detection
[IEEE] 2025-12-24 | Synergistic Resource Allocation with Key Genera-tion and Consumption Matching in Quantum Secured Multicore Fiber Optical Networks
[IEEE] 2025-12-24 | Adaptive Collaborative DNN Inference via Heterogeneous Graph Attention in Edge Environments
[IEEE] 2025-12-24 | IEEE Transactions on Technology and Society Publication Information
[IEEE] 2025-12-24 | Prediction of Long-term Prognosis in Infantile Epileptic Spasms Syndrome of Unknown Etiology based on Hypsarrhythmia by Self-Attention Autoencoder_supp1-3647091.xlsx
[IEEE] 2025-12-24 | PointFormer: A Spatiotemporal Data-Guided Algorithm for Aircraft Type Recognition
[IEEE] 2025-12-24 | Pulse Density Modulation for Active Rectifiers above 500 kHz in EV Chargers
[IEEE] 2025-12-24 | Optofluidic Lab-On-a-Chip System for Biometric Characteristics of Staphylococcus aureus Using Monte Carlo-Based Light Extinction Modeling
[IEEE] 2025-12-24 | Adaptive Four-RBF-Based PID–SMC for Precise Trajectory Tracking of Piezoelectric Actuators
[IEEE] 2025-12-24 | Identifying Validator Alliances by Voting Similarity in PoS Blockchain Governance via Visual Analytics System
[IEEE] 2025-12-24 | Wireless Power Transfer Receiver Side Charging Regulator with Synchronous Buck Converter for Smart Farming Robot
[IEEE] 2025-12-24 | An Explainable EEG Framework for Alzheimer’s and Frontotemporal Dementia Diagnosis Using Pairwise CSP and Random Forest
[IEEE] 2025-12-24 | Hybrid DBSCAN-SMOTE with Attention-Augmented MLP for Detecting Low-Frequency DDoS Attacks in Imbalanced Network Traffic
共写入 1489 条记录，保存到 papers/paper2025-12-24.json。
论文获取成功，文件路径: papers/paper2025-12-24.json
正在筛选、翻译并发送邮件...
[NO] 1/1489 | UniPR-3D: Towards Universal Visual Place Recognition with Visual Geometry Grounded Transformer
[NO] 2/1489 | Classical reservoir approach for efficient molecular ground state preparation
[NO] 3/1489 | Agentic Explainable Artificial Intelligence (Agentic XAI) Approach To Explore Better Explanation
[NO] 4/1489 | Language-Guided Grasp Detection with Coarse-to-Fine Learning for Robotic Manipulation
[NO] 5/1489 | Beyond Pixel Simulation: Pathology Image Generation via Diagnostic Semantic Tokens and Prototype Control
[NO] 6/1489 | Optical Flow-Guided 6DoF Object Pose Tracking with an Event Camera
[NO] 7/1489 | Energy-Gain Control of Time-Varying Systems: Receding Horizon Approximation
[NO] 8/1489 | Matrix Completion Via Reweighted Logarithmic Norm Minimization
[NO] 9/1489 | zkFL-Health: Blockchain-Enabled Zero-Knowledge Federated Learning for Medical AI Privacy
[NO] 10/1489 | Measurement-driven Quantum Approximate Optimization
[NO] 11/1489 | Tracing Energy Flow: Learning Tactile-based Grasping Force Control to Prevent Slippage in Dynamic Object Interaction
[NO] 12/1489 | Passive scalar cascade in the intermediate layer of turbulent channel flow for $Pr\leq 1$
[NO] 13/1489 | Partitioned robustness analysis of networks with uncertain links
[NO] 14/1489 | Magneto-optical Skyrmion for manipulation of arbitrary light polarization
[NO] 15/1489 | Learning from Neighbors with PHIBP: Predicting Infectious Disease Dynamics in Data-Sparse Environments
[NO] 16/1489 | MVInverse: Feed-forward Multi-view Inverse Rendering in Seconds
[NO] 17/1489 | Distilling the Essence: Efficient Reasoning Distillation via Sequence Truncation
[NO] 18/1489 | Trisections and Lefschetz fibrations with $(-n)$-sections
[NO] 19/1489 | LLM-Empowered Agentic AI for QoE-Aware Network Slicing Management in Industrial IoT
[NO] 20/1489 | IMPACTX: An X-ray Spectral Model for Polar Dust and Clumpy Torus
[NO] 21/1489 | Multimodal Sensing for Robot-Assisted Sub-Tissue Feature Detection in Physiotherapy Palpation
[NO] 22/1489 | PUFM++: Point Cloud Upsampling via Enhanced Flow Matching
[NO] 23/1489 | Low-Altitude ISAC with Rotatable Active and Passive Arrays
[YES] 24/1489 | AegisAgent: An Autonomous Defense Agent Against Prompt Injection Attacks in LLM-HARs
[NO] 25/1489 | Automatic Replication of LLM Mistakes in Medical Conversations
[NO] 26/1489 | Reconfigurable Intelligent Surface-Enhanced Satellite Networks: Deployment Strategies, Key Capabilities, Practical Solutions, and Future Directions
[NO] 27/1489 | Spectral extremal problems for $(a,b,k)$-critical and fractional $(a,b,k)$-critical graphs
[NO] 28/1489 | Neutralization of IMU-Based GPS Spoofing Detection using external IMU sensor and feedback methodology
[NO] 29/1489 | Information-Backed Currency (IBC): Designing a Resilient, Transparent, and Information-Centric Monetary Ecosystem
[NO] 30/1489 | Can Agentic AI Match the Performance of Human Data Scientists?
[YES] 31/1489 | One Tool Is Enough: Reinforcement Learning for Repository-Level LLM Agents
[NO] 32/1489 | Optimizing Sterile Neutrino Searches: Impact of Position Resolution in Short-Baseline Reactor Experiments
[NO] 33/1489 | From Human Bias to Robot Choice: How Occupational Contexts and Racial Priming Shape Robot Selection
[NO] 34/1489 | Neural Probe-Based Hallucination Detection for Large Language Models
[NO] 35/1489 | Spectroscopy of VUV luminescence in dual-phase xenon detectors
[NO] 36/1489 | Guardrailed Elasticity Pricing: A Churn-Aware Forecasting Playbook for Subscription Strategy
[NO] 37/1489 | Certifiable Alignment of GNSS and Local Frames via Lagrangian Duality
[NO] 38/1489 | Decoding Predictive Inference in Visual Language Processing via Spatiotemporal Neural Coherence
[YES] 39/1489 | Uncovering Hierarchical Structure in LLM Embeddings with $δ$-Hyperbolicity, Ultrametricity, and Neighbor Joining
[NO] 40/1489 | Self-supervised Multiplex Consensus Mamba for General Image Fusion
[NO] 41/1489 | Competing magnetic and topological orders in the spin-1 Kitaev-Heisenberg chain with single-ion anisotropy
[NO] 42/1489 | Model-free stochastic linear quadratic control for discrete-time systems with multiplicative and additive noises via semidefinite programming
[NO] 43/1489 | Price risk aversion vs payoff risk aversion: a gender comparison through a laboratory experiment
[NO] 44/1489 | Embodied AI-Enhanced IoMT Edge Computing: UAV Trajectory Optimization and Task Offloading with Mobility Prediction
[NO] 45/1489 | Benchmarking and Enhancing VLM for Compressed Image Understanding
[NO] 46/1489 | From GNNs to Symbolic Surrogates via Kolmogorov-Arnold Networks for Delay Prediction
[NO] 47/1489 | The Silent Scholar Problem: A Probabilistic Framework for Breaking Epistemic Asymmetry in LLM Agents
[NO] 48/1489 | Uplink RSMA Performance Analysis with Rate Adaptation: A Stochastic Geometry Approach
[NO] 49/1489 | Erdős-Wintner theorem for linear recurrent bases
[NO] 50/1489 | Heralded Linear Optical Generation of Dicke States
[NO] 51/1489 | NVIDIA Nemotron 3: Efficient and Open Intelligence
[NO] 52/1489 | Beyond Memorization: A Multi-Modal Ordinal Regression Benchmark to Expose Popularity Bias in Vision-Language Models
[NO] 53/1489 | Fast SAM2 with Text-Driven Token Pruning
[YES] 54/1489 | C2LLM Technical Report: A New Frontier in Code Retrieval via Adaptive Cross-Attention Pooling
[NO] 55/1489 | When Geometry Radiates Review: Gravitational Waves in Theory, Cosmology, and Observation
[NO] 56/1489 | Variationally correct operator learning: Reduced basis neural operator with a posteriori error estimation
[NO] 57/1489 | Degenerate Vertex Cuts in Sparse Graphs
[NO] 58/1489 | A mixed finite element method for the stochastic Boussinesq equations with multiplicative noise
[NO] 59/1489 | Enhancing Grid Resilience for Giga-Watt Scale Data Centers Using High Voltage Circuit Breaker Operated Braking Resistors
[NO] 60/1489 | T-Duality Effects in Electrodynamics: The (2+1)-dimensional Case
[NO] 61/1489 | Surgical Scene Segmentation using a Spike-Driven Video Transformer with Real-Time Potential
[NO] 62/1489 | Quantum computation of mass gap in an asymptotically free theory
[NO] 63/1489 | Characterizing quantum synchronization in the van der Pol oscillator via tomogram and photon correlation
[NO] 64/1489 | Coherently Assisted Wireless Power Transfer Through Poorly Transparent Barriers
[NO] 65/1489 | The Dynamical Anatomy of Anderson Acceleration:From Adaptive Momentum to Variable-Mass ODEs
[NO] 66/1489 | Cohomogeneity one $\mathrm{Spin}(7)$ metrics with generic Aloff--Wallach spaces as principal orbits
[NO] 67/1489 | Marginal flows of non-entropic weak Schrödinger bridges
[NO] 68/1489 | DreaMontage: Arbitrary Frame-Guided One-Shot Video Generation
[NO] 69/1489 | A Generalized Approach to Relaxation Time of Magnetic Nanoparticles With Interactions: From Superparamagnetic Behavior to Spin-Glass Transition
[NO] 70/1489 | RoboCade: Gamifying Robot Data Collection
[NO] 71/1489 | Fragmentation of neutron-rich carbon isotopes on light targets at 27.5 MeV/nucleon
[NO] 72/1489 | Quantum entanglement between partons in a strongly coupled quantum field theory
[NO] 73/1489 | PhononBench:A Large-Scale Phonon-Based Benchmark for Dynamical Stability in Crystal Generation
[YES] 74/1489 | RoboSafe: Safeguarding Embodied Agents via Executable Safety Logic
[NO] 75/1489 | USE: A Unified Model for Universal Sound Separation and Extraction
[NO] 76/1489 | Twisted Feynman Integrals: from generating functions to spin-resummed post-Minkowskian dynamics
[NO] 77/1489 | Human Motion Estimation with Everyday Wearables
[NO] 78/1489 | Asymptotics and inequalities for the distinct partition function
[NO] 79/1489 | The disc instability model: original recipe and additional ingredients
[NO] 80/1489 | Preliminary forecasting constraint on scalar charge with LISA in non-vacuum environments
[NO] 81/1489 | Quantum Approximate Optimization Algorithm with Fixed Number of Parameters
[NO] 82/1489 | A Turn Toward Better Alignment: Few-Shot Generative Adaptation with Equivariant Feature Rotation
[NO] 83/1489 | A Unified Framework for EEG Seizure Detection Using Universum-Integrated Generalized Eigenvalues Proximal Support Vector Machine
[NO] 84/1489 | BALLAST: Bandit-Assisted Learning for Latency-Aware Stable Timeouts in Raft
[NO] 85/1489 | Dipion transitions from $X(3872)$ to $χ_{cJ}\ (J=0,1,2)$
[NO] 86/1489 | On the triplicity among infinite products, infinite series, and continued fractions; and its applications to divergent series
[NO] 87/1489 | Evolution of the 2021 Outburst of GX 339-4 with AstroSat
[NO] 88/1489 | The monoid of monotone and decreasing partial transformations on a finite chain
[YES] 89/1489 | AutoBaxBuilder: Bootstrapping Code Security Benchmarking
[NO] 90/1489 | Asteroseismology and Dynamics Reveal Interior Structure and Coeval Evolution in the Triply Post-Main-Sequence system DG Leo
[NO] 91/1489 | ClarifyMT-Bench: Benchmarking and Improving Multi-Turn Clarification for Conversational Large Language Models
[NO] 92/1489 | Synecdoche: Efficient and Accurate In-Network Traffic Classification via Direct Packet Sequential Pattern Matching
[YES] 93/1489 | Beyond Context: Large Language Models Failure to Grasp Users Intent
[NO] 94/1489 | Robust and Efficient MuJoCo-based Model Predictive Control via Web of Affine Spaces Derivatives
[NO] 95/1489 | Shared Representation Learning for High-Dimensional Multi-Task Forecasting under Resource Contention in Cloud-Native Backends
[NO] 96/1489 | Linear varieties and matroids with applications to the Cullis' determinant
[NO] 97/1489 | How important is Recall for Measuring Retrieval Quality?
[NO] 98/1489 | Implicit Numerical Scheme for the Hamilton-Jacobi-Bellman Quasi-Variational Inequality in the Optimal Market-Making Problem with Alpha Signal
[YES] 99/1489 | Parallel Token Prediction for Language Models
