[2025-12-26 09:12:00] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-25
正在获取论文...
[IEEE] 2025-12-25 | ITIS 2025 Cover Page
[IEEE] 2025-12-25 | Systematic Mapping of Mobile Technologies for the Promotion of Local Tourism
[IEEE] 2025-12-25 | Social Incentive and Solution Reliability: Evidence from Crowdsourcing Competitions
[IEEE] 2025-12-25 | Optimizing the
                    <i>p-</i>
                    Type Conductivity of Sub-10-nm NiO
                    <i>
                      <sub>x</sub>
                    </i>
                    Films, for Improved Device Characteristics, Ultra-Low Gate Leakage and High Threshold-Voltage Shift of Oxide-Gated GaN/AlGaN HEMTs
[IEEE] 2025-12-25 | Cooperative Stochastic MPC Under Hard Input Constraints and Event-Triggered Communication
[IEEE] 2025-12-25 | A Unified Convergence Analysis of Decentralized Federated Learning at the Edge
[IEEE] 2025-12-25 | Leveraging Simultaneous Usage of Edge GPU Hardware Engines for Video Face Detection and Recognition
[IEEE] 2025-12-25 | A Thermal and System Analysis of SoC-Memory 3D Stacking using Massive Orthogonal Stacking Assembly
[IEEE] 2025-12-25 | A Stochastic Geometric Analysis on Multi-Cell Pinching-Antenna Systems Under Blockage Effect
[IEEE] 2025-12-25 | Reliability Study of AlInGaAs Strained Multi Quantum Well O-band Laser Source
[IEEE] 2025-12-25 | ETCM 2025 Editors
[IEEE] 2025-12-25 | Polarization Controlled Dual-Polarized MIMO Antenna With Enhanced Isolation for Full-Duplex WBANs
[IEEE] 2025-12-25 | A Self-Alignment Method for Vehicle-Mounted MEMS IMU
[IEEE] 2025-12-25 | 2025 4th International Conference on Smart Cities, Automation &amp;amp; Intelligent Computing Systems (ICON-SONICS)
[IEEE] 2025-12-25 | 2025 IEEE 11th Information Technology International Seminar (ITIS)
[IEEE] 2025-12-25 | Program Committee
[IEEE] 2025-12-25 | ICON-SONICS 2025 Breaker Page
[ACM] 2025-12-25 | Inspecting Offline Handwritten Signature Intra-Variation Over Time: An Empirical Study
[ACM] 2025-12-25 | MSDA-Net: Multi-source Domain Adaptive Network for Multi-modal Emotion Recognition
[IEEE] 2025-12-25 | An Ensemble Forecasting Approach for Dynamic Allocation in Collective Self-Consumption Schemes
[IEEE] 2025-12-25 | Decision Making System for Image Filtering Algorithms Based on MCDM and Artificial Intelligent
[IEEE] 2025-12-25 | A Type Language for Blockly
[IEEE] 2025-12-25 | Affordances of Sketched Notations for Multimodal UI Design and Development Tools
[IEEE] 2025-12-25 | Comparative Analysis of Microstructure and Mechanical Properties of Welded Joints in HSLA Steels ASTM A1011 and ASTM A500: Implications for Legal Liability and Regulatory Compliance
[IEEE] 2025-12-25 | Development of an Autonomous and Adaptive Wheelchair for Navigating Urban Sidewalks
[IEEE] 2025-12-25 | Implementation and validation of a clinical decision support system for quantifying plantar contact areas in podiatry
[IEEE] 2025-12-25 | Ontology-driven Feature Engineering For Machine Learning
[IEEE] 2025-12-25 | Transformer Model Benchmarking for DomainSpecific NLP: Insights from Cultural Heritage and History Texts
[IEEE] 2025-12-25 | From Simulation to Reality: A Digital Twin Implementation of a 4-DOF Robotic Manipulator
[IEEE] 2025-12-25 | A Comparative Study of Deep Learning Approaches for Apple Leaf Disease Classification
[IEEE] 2025-12-25 | Minimizing E-commerce Order Cancellation Cost Using Shap-based Explainable XGBoost
[IEEE] 2025-12-25 | A Paradigm for the Application of Generative Machines in the Educational Domain in the Context of Bloom's Revised Taxonomy
[IEEE] 2025-12-25 | Self-generation of industrial energy in Ecuador Regulatory, technical, and strategic perspectives for the energy transition.
[IEEE] 2025-12-25 | Hybrid Intelligence as a Tool for Managing Sustainable Innovations in Industrial and Energy Systems
[IEEE] 2025-12-25 | The Prompt–Refactor–Verify (PRV) Cycle: A Human-Centered Framework for AI-Assisted Programming
[IEEE] 2025-12-25 | Application of the Ant Colony Optimization algorithm (ACO) in urban route optimization: an in silico case study
[IEEE] 2025-12-25 | Benchmarking Web Security for Countries in the Black Sea Region
[IEEE] 2025-12-25 | The Application of Big Data Analytics in the Retail Sector: A Comparative Study of European Union Member States
[IEEE] 2025-12-25 | Spice Modeling of CA100 Rechargeable Lithium Iron Phosphate Battery for Opel Corsa Converted Electric Vehicle
[IEEE] 2025-12-25 | Codigen: Enhancing Personalized Programming Education with Visual Authoring and LLMs
[IEEE] 2025-12-25 | A Conceptual Framework for Integrating IoT, Artificial Intelligence and Blockchain in Smart Agriculture
[IEEE] 2025-12-25 | Hybrid Heuristic Method for Optimal Transmission Switching with Greedy Pre-Filtering
[IEEE] 2025-12-25 | Study of Combined Heat and Power Integrated Carbon Capture and Compression at an Existing Cement Manufacturing Facility
[IEEE] 2025-12-25 | Improving Dysarthria Assessment Through Voice Conversion in Low-Resource Settings
[IEEE] 2025-12-25 | IntelliGrow: Image processing with IoT alert for pests and diseases classification in chili plant
[IEEE] 2025-12-25 | Research on the Influence of Air Temperature and Physiological Work Mode on the Efficiency of Occupational Safety in the Sewing Industry
[IEEE] 2025-12-25 | Topics Model in Political Communication on Social Media for NTB Governor Election
[IEEE] 2025-12-25 | A Strategic Management Model for Renewable Energy SMEs in the Context of Ecuador’s Energy Matrix Transformation
[IEEE] 2025-12-25 | A Real-Time UAV Surveillance System with Fine-Tuned YOLO Models: Comparative Analysis of Vehicle and Pedestrian Detection
[IEEE] 2025-12-25 | Model to Increase Inventory Turnover in a Vehicle Dealership Through Economic Order Quantity, Winters Forecasting, Warehouse Management and Material Planning with a Sustainable Approach
[IEEE] 2025-12-25 | Collaborator Selection and Paths to Enhance Exploratory Innovation: Should Inventor Collaboration Seek Common Ground or Preserve Differences?
[IEEE] 2025-12-25 | Low-Resource FPGA Implementation of DWPT for Power Quality Indices Estimation Using MAC-Based Wavelet Filters
[IEEE] 2025-12-25 | Fault Diagnosis Method for Single-Phase-to-Ground Faults Based on Phase-to-Phase Current Fault Components in Distribution Networks
[IEEE] 2025-12-25 | State-Triggered Fault-Tolerant Control Strategy for Performance Recovery in Nonlinear Interconnected Systems
[IEEE] 2025-12-25 | Table of Contents
[IEEE] 2025-12-25 | Semantic Covert Communication: Concealing Sensitive Image Information via Covertness-Oriented Artificial Noise
[IEEE] 2025-12-25 | From Time Series to Images: A GAF-ResNet-LSTM Framework for Asset Selection and Portfolio Optimization
[IEEE] 2025-12-25 | Digital Transformation, CEO Career Concerns, and Enterprise Green Mergers and Acquisitions_supp1-3647692.docx
[IEEE] 2025-12-25 | Cascade PID—FOPID Control with Single Sensor: Application to the EPC Educational Plant
[IEEE] 2025-12-25 | A Random Forest and SMOTE (RFS) Approach for Stroke Prediction on Imbalanced Medical Data
[IEEE] 2025-12-25 | Integrated Threat Intelligence and Event Correlation with Wazuh, Suricata, and MISP
[IEEE] 2025-12-25 | Intelligent Fault Diagnosis of Induction Motor Bearings Using SVM Algorithm for Predictive Maintenance Industrial Applications
共写入 1000 条记录，保存到 papers/paper2025-12-25.json。
论文获取成功，文件路径: papers/paper2025-12-25.json
正在筛选、翻译并发送邮件...
[NO] 1/1000 | ITIS 2025 Cover Page
[NO] 2/1000 | VTS Awards Presented at VTC2025-Fall in Chengdu, China [Awards]
[NO] 3/1000 | Reinforcement Learning-Based Formation Control for Networked Fixed-Wing UAVs: Self-Triggered Observer–Feedforward–Feedback Design and Experiment
[NO] 4/1000 | Unleashing the Potential of Multiple WiFi APs in Real-World Localization System
[NO] 5/1000 | Passive LC Relay Network-Enabled Battery-free Chipless IoT Smart Clothing for Simultaneous Multi-Site Hemodynamic Monitoring_supp4-3647891.mp4
[NO] 6/1000 | DFT-s-OFDM-Based Linear Frequency Modulated Pulse Waveforms for ISAC Systems
[NO] 7/1000 | Table of Contents
[NO] 8/1000 | Behavior-Controllable Stable Dynamics Models on Riemannian Configuration Manifolds_supp1-3647763.mp4
[NO] 9/1000 | A Comprehensive Survey and Taxonomy of Cybersecurity Challenges and Proactive Measures for IoD
[NO] 10/1000 | Adaptive Tuning of the Unscented Kalman Filter using Particle Swarm Optimization for Inertial-GPS Sensor Fusion Systems
[NO] 11/1000 | Vision-Guided Control of a 3-DoF Robotic Arm for Seaweed Sorting using Faster R-CNN
[NO] 12/1000 | Multi-class Classification for Natural Language Processing
[YES] 13/1000 | Non-programmers Assessing AI-Generated Code: A Case Study of Business Users Analyzing Data
[NO] 14/1000 | Multigrain Sentiment Analysis on User Reviews in Bulgarian – Comparison Between Stemmed and Non-stemmed Data
[NO] 15/1000 | Effect of the Atmospheric Boundary Layer on a Simplified Truck Model
[NO] 16/1000 | Understanding User and Developer Perceptions of and Responses to Dark Patterns in Online UIs
[NO] 17/1000 | Digital Twin Framework for Multi-Tank Systems with OPC UA Interoperability and Real-Time Control and Visualization
[NO] 18/1000 | Algorithm of Quantum Walk From Energy-Based Bayesian Probabilities
[NO] 19/1000 | Weather Data Prediction using the XGBoost Algorithm on a LoRa-Based Weather Station System
[NO] 20/1000 | System-Wise Reliability Assessment in District Heating Systems: Integrating Technical and Customer-Centric Indices
[NO] 21/1000 | Design of MCU Controlled Universal Motor Driver for Remote Operation
[NO] 22/1000 | Benchmarking and Teaching Symmetric Cryptography: A Comparative Study of Algorithms and Cryptanalysis Methods with an Educational Simulator
[NO] 23/1000 | RemoteCollabEval: An Inspection Method for Interpersonal Dynamics in Remote Tools
[NO] 24/1000 | Leveraging Clinical Text and Class Conditioning for 3D Prostate MRI Generation
[NO] 25/1000 | A Flexible High-accuracy Memristor Model Using Varactors
[NO] 26/1000 | Sound-to-Vibration Transformation for Sensorless Motor Health Monitoring
[NO] 27/1000 | A Self-Balancing Bipedal Exoskeleton AutoLEE-G3 With Bioinspired Design and Control
[NO] 28/1000 | Table of Contents
[NO] 29/1000 | On the Performance of an Explicit Generalized Finite Element Method for One-dimensional Elastodynamics Problems with Singularities
[NO] 30/1000 | IEEE Dielectrics and Electrical Insulation Society Information
[NO] 31/1000 | A Bayesian Hybrid Attention Module for Underwater Acoustic Target Recognition
[NO] 32/1000 | Towards a Holistic Understanding of Digital Innovation: A Multidimensional Approach
[NO] 33/1000 | Frame-Channel Model for Microservice Architecture
[NO] 34/1000 | Novel voltage observer for reduced voltage soft-starter torque ramp
[NO] 35/1000 | Multi-Robot Formation Control Using a Double Integrator Consensus Scheme: Experimental Validation
[NO] 36/1000 | Intelligent system design to monitor organizational climate at a university using TinyML and emotion detection
[NO] 37/1000 | Prediction for Dissolved Gas in Power Transformer Oil Based on Transfer Learning and Mutation Detection
[NO] 38/1000 | Simulation of a Two-way Long Line Channel in LTE Mobile Networks
[NO] 39/1000 | A Compact USB-Based Interface Module for The Verification of ARINC429 Avionics Systems
[NO] 40/1000 | Low-cost unified monitoring platform for enterprise networks based on free software
[NO] 41/1000 | Design and implementation of a meteorological data logging device integrating LoRaWAN and ESP32
[NO] 42/1000 | Enhancing Cybersecurity Resilience: Addressing Emerging Technology Challenges in Developing Countries Using Activity Theory
[NO] 43/1000 | Web-Based Marketplace to Empowering Local MSMEs: A Policy–Technology Integration using the Waterfall Method
[NO] 44/1000 | Robust Null-Space Controller with Sliding Mode for Hierarchical Task Execution in Multi-Robot Formations: Experimental Validation
[NO] 45/1000 | Smart manufacturing model to improve sewing line efficiency using TPM, IoT, SMED, and Industry 4.0 Poka-Yoke: A Case Study
[NO] 46/1000 | Clustering and Anomaly Detection for Churn Prediction in POS Payment Systems
[NO] 47/1000 | Smart Approval of Gaming API Applications Through BERT and MLP Classification Models
[NO] 48/1000 | Governance in Decentralized Finance: Aligning DAOs with IT Management and Regulatory Compliance in Indonesia
[NO] 49/1000 | Multisensory Assistive Systems for English Language Learning through Virtual Reality and Artificial Intelligence
[NO] 50/1000 | Study of Failover Time in Site-to-Site VPNs Across Leading Firewall Vendors: Fortinet, Check Point, Palo Alto, and Cisco
[NO] 51/1000 | Design and Analysis of a Combine Hydrostatic Powertrain Drive for All Wheels
[NO] 52/1000 | Investigation of Dual-fuel Diesel Engine Performance with Ammonia and Change of Compression Ratio
[NO] 53/1000 | Application of FDM Printing with PEEK for the Development of a Robotic Rehabilitation Device for Children with Musculoskeletal Disorders
[NO] 54/1000 | Reconceptualizing Identity in the Information Age: The Role of Temporal Focus in IT identity Shaping
[NO] 55/1000 | Redesigning Mechatronics Education: A First Exploration with 4C/ID
[NO] 56/1000 | Analysing Internet of Things and Cybersecurity Impact in the Namibia Mining Industry
[NO] 57/1000 | Comparative Analysis of a Genetically Engineered E. coli-Based Biosensor and UV-Visible Spectrophotometry for Hexavalent Chromium Detection
[NO] 58/1000 | Board of Governors
[NO] 59/1000 | Adaptive PID Control of UAV Variable-Pitch Propellers Based on Lightweight Neural Networks
[NO] 60/1000 | Vascular Reactivity Fingerprints Predict Cardiovascular Risk Via Thermal-Stressed Optical Profiling: A Dual Near-Infrared Spectroscopy and Laser Doppler Flowmetry Approach
[NO] 61/1000 | ITIS 2025 Cover Page
[NO] 62/1000 | The Command Line GUIde: Graphical Interfaces from Man Pages via AI
[NO] 63/1000 | Critical Review of Quality Management in HMLV Manufacturing
[NO] 64/1000 | Architecture of Cyber-Physical System for Improving Safety in Public Life "Safety"
[NO] 65/1000 | Impact of Mixed Reality and Ultrasound Simulation on Medical Student Performance
[NO] 66/1000 | Intraclass Data Augmentation Framework for Data-Imbalanced Cross-Domain Face Recognition
[NO] 67/1000 | Participatory Tech-Policy Design: A Methodological Approach Grounded in Regulatory Learning
[NO] 68/1000 | AI4DVault: A Registry Architecture for Securing the AI4D Supply Chain
[NO] 69/1000 | Unsupervised Learning for Fraud Detection in Cooperative Transactions: A Hierarchical Clustering and One-Class SVM Approach
[NO] 70/1000 | Accessibility and the Right to Information: An Inclusive Digital Dictionary for the Ecuadorian Population with Sensory Disabilities
[NO] 71/1000 | Technology-Based Evaluation of User Experience in a Maritime Job Search Application using Questionnaire and Heuristic Methods
[NO] 72/1000 | Gender Differences in EEG Absolute Power within Alzheimer’s Disease, Frontotemporal Dementia, and Cognitively Normal Individuals
[NO] 73/1000 | Medium Voltage Drive with Dynamic Power Quality Compensation for High-Harmonic Industrial Environments
[NO] 74/1000 | Design for Serviceability in Complex Electromechanical NPI Products: A Comprehensive Survey of Principles, Metrics, and Field Integration Strategies
[NO] 75/1000 | Ethical Risk Analysis of L2 Rollups
[NO] 76/1000 | Secrecy-Energy Efficiency Maximization for Finite Blocklength Aerial Intelligent Reflecting Surfaces assisted RSMA Networks
[NO] 77/1000 | IEEE Transactions on Dielectrics and Electrical Insulation Information for Authors
[NO] 78/1000 | Maximum Electric Field Analysis in a Power Module using Schwarz-Christoffel Transformation
[NO] 79/1000 | Modified Sparsity Adaptive Matching Pursuit Algorithm for Airborne Forward-looking Imaging
[NO] 80/1000 | Smart Infrastructure-Based Anomaly Detection Under Cyberattacks
[NO] 81/1000 | CIEES 2025 Opinion
[NO] 82/1000 | Towards Patch-based Noise Compression for Adversarial Attack against Transformer-based Visual Tracking
[NO] 83/1000 | Integrating Robotics, Remote Sensing, and Machine Learning for Scalable Biodiversity Monitoring in Tropical Rainforests
[NO] 84/1000 | IEEE App
[NO] 85/1000 | Vehicular Technology Magazine Staff List
[NO] 86/1000 | Parallel Multi-Attention and Gated Fusion for Visual Question Localized Answering in Surgical Scenes
[NO] 87/1000 | Optimizing Cell Structure to Improve Cell Characteristics in IGZO Channel-Based 3D NAND Flash With p-Type Gate
[NO] 88/1000 | MedVisioneer: A Lesion-Aware Deep Vision Framework for Enhanced Diagnostic Assistance in CT Image Recognition and Adaptation
[NO] 89/1000 | Table of Contents
[NO] 90/1000 | 2025 6th International Conference on Communications, Information, Electronic and Energy Systems (CIEES)
[YES] 91/1000 | ContractTrace: Retracing Smart Contract Versions for Security Analyses
[NO] 92/1000 | A System Dynamics Model of User Acceptance in Higher Education: Simulating TAM Constructs with Vensim
[NO] 93/1000 | Enterprise Architecture Design using Zachman Framework for Research and Community Service Information Systems
[NO] 94/1000 | Digital Transformation in the Textile Sector: ERP, Finance, and E-Commerce
[NO] 95/1000 | Voice-Guided User Localization in a Social Robot
[NO] 96/1000 | A brief review of robotics and artificial intelligence in education
[NO] 97/1000 | Challenges of Firing H
                    <sub>2</sub>
                    as an Alternative Fuel
[NO] 98/1000 | Measuring Telework Productivity, Key Performance Indicators with a Mixed Approach
[NO] 99/1000 | Visual Servoing of a Manipulator Robot using Reinforcement Learning
[NO] 100/1000 | Experimental Determination of the Thermal Properties of Unfired Clay Bricks with Rice Husk Additives
[NO] 101/1000 | Inverse Modeling of Soil Moisture Dynamics Using Data from an IoT-Based Agrometeorological Sensor Station
[NO] 102/1000 | A Transformer Framework for Remaining Useful Life Prediction Using Sensor Attention and Operational Context Embeddings
[NO] 103/1000 | Experimental Investigation of Computer Vision Architectures for Object Detection in Mobile Robotics
[NO] 104/1000 | Analysis of the Efficiency of Devices for Reactive Power Compensation in Traction Substations
[NO] 105/1000 | Optimization of Mechanical and Electrical Parameters of Feeding Devices based on Productivity Requirements and Part Geometry
[NO] 106/1000 | Novel Concept for Drone-Based Situational Driver Assistance System to Improve Visibility in Off-Road Environments
[NO] 107/1000 | Enhance Student Engagement with the Help of Multimedia and Cognitive Computing Tools
[NO] 108/1000 | Advances in Security Maturity and Architecture Design in Critical Infrastructures
[NO] 109/1000 | A Conceptual Model for the Evolution from Automation to Lights-Out Production
[NO] 110/1000 | From 3D Printing to Automation: Arduino-Controlled Educational Manipulator with Sensor Мodules Integration
[NO] 111/1000 | Embedded Artificial Intelligence System for High Impedance Fault Detection in Distribution Feeders: A Case Study from La Libertad Substation
[NO] 112/1000 | Letter of Appreciation
[NO] 113/1000 | Semi-Analytic Model of the Slot Waveguide for the Optimization of Silicon-Organic Hybrid Modulators
[NO] 114/1000 | Flexible Piezo-resistive Strain Sensors Using Ternary Conductive Hybrid Nanocomposites Integrated Into Wearable Smart Gloves For Human-Machine Interface_supp2-3645819.mp4
[NO] 115/1000 | Full-Duplex Empowered ISAC System for Low-Altitude Economy: Conception, Design, and Prototype Verification
[NO] 116/1000 | 3GPP Release-19 Physical Layer Enhancements for NR NTN and NB-IoT NTN
[NO] 117/1000 | Passive LC Relay Network-Enabled Battery-free Chipless IoT Smart Clothing for Simultaneous Multi-Site Hemodynamic Monitoring_supp3-3647891.mp4
[NO] 118/1000 | High Precision Control for Off-Axis In-Situ Rotation of Nanorobot Inside SEM
[NO] 119/1000 | MedLiteNet: Lightweight Hybrid Medical Image Segmentation Model for the Medical Internet of Things (MIoT)
[NO] 120/1000 | Front Cover
[NO] 121/1000 | Methods for Vibration Data Processing in Industrial Circuit Breaker Systems
[NO] 122/1000 | Efficiency Analysis of CNNs and Vision Transformers for Edge-Based- Plant Disease Detection
[NO] 123/1000 | Cost Effective Use of Digitalization for Improved Maintenance &amp; Reliability
[NO] 124/1000 | Benchmarking Machine Learning Techniques in Under-Resourced Contexts: Analysis of Public Perceptions of Government Policies from South Karnataka Reddit Discourse
[NO] 125/1000 | Exploring Political Discourse in Ecuador’s 2025 Election: Social Media Topic Modeling with BERTopic
[NO] 126/1000 | A Comparative Study of YOLOv3 and YOLOv10 for hCAPTCHA Challenge Solving
[NO] 127/1000 | A Big Data-Driven Prototype for Tracer Study: Forecasting the Needs of Future Graduates
[NO] 128/1000 | Towards a Privacy Preserving Framework for Mobility as a Service (MaaS)
[NO] 129/1000 | Comparative Analysis of the Thermal Properties of Lightweight Concretes for Energy-Efficient Construction
[YES] 130/1000 | Co-Advisor: Learning Programming Strategies in Context
[NO] 131/1000 | Do LLM-Generated Resumes Make Me More Qualified? An Observational Study of LLMs For Resume Generation and Matching Tasks
[NO] 132/1000 | Entrepreneurial educational orientation level of engineering university students in Ecuador and Peru
[NO] 133/1000 | End-to-End Canine Emotion Recognition from Images to Video: EfficientNetV2-S and Visual Interpretability Study
[NO] 134/1000 | Dynamic Interactions and Emerging Oscillatory Modes in Grid-Forming Two-Stage Photovoltaic Systems: A Small-Signal Comparative Study of Droop and VSG Controllers
[NO] 135/1000 | A Critical Review of CO
                    <sub>2</sub>
                    Mitigation Technologies
[NO] 136/1000 | A Novel Non-Dominated Multi-Objective Symbiotic Organism Search Optimization Algorithm for Optimal Power Flow
[NO] 137/1000 | Simple Method of Optimization for Electric Vehicle Autonomy through of Lithium-Cell Batteries
[NO] 138/1000 | An Innovative Integrated Model Leveraging RCM, TPM, and IIoT to Enhance Mechanical Availability in SMEs of Heavy Equipment Rental
[NO] 139/1000 | Ordinary Differential Equation-Based Approach for Early Detection of Infected Rice Seeds from Daily Temperature Time Series
[NO] 140/1000 | Voice-Controlled Cnc Machine Operations Using Natural Language Processing
[NO] 141/1000 | Enhancing Low-Resource Indian Language Machine Translation using Large Language Models with Preference Optimization and Hypergeometric-Gamma Reward
[NO] 142/1000 | Building Trustworthy AI in Healthcare
[NO] 143/1000 | Investigation of the performance of artificial neural networks using different learning algorithms in biomedicine datasets
[NO] 144/1000 | CIEES 2025 TOC
[NO] 145/1000 | HGNNMDA: Hybrid Graph Neural Networks for MiRNA-Disease Association Prediction_supp1-3648253.pdf
[NO] 146/1000 | Deep Learning-Based Inpainting for Sparse Arrays in Ultrafast Ultrasound Imaging
[NO] 147/1000 | Flood Extent Mapping From SAR Images by A Dynamic Threshold: A Case Study of 2022 Compound Flood in Northeastern Bangladesh_supp1-3647843.docx
[NO] 148/1000 | IEEE Tech RXIV
[NO] 149/1000 | Lessons Learned from the euROBIN Manipulation Skill Versatility Challenge at IROS 2024_supp2-3648290.mp4
[NO] 150/1000 | A Two-Stage Single-Phase AC–DC Converter for Low-Frequency Pulsed Power Loads With Low Input Current Harmonic
[NO] 151/1000 | Non Invasive Sensor Based On Modified Split Ring Resonator For The Inspection Of Liquids Inside Unknown Containers
[NO] 152/1000 | Unified Twin Support Vector Machines for Large-Scale Pattern Classification
[NO] 153/1000 | Robust and Extensible Multi-Branch Semantic Communication in LAWNs: Deployment-Efficient Design with SDR-based Validation
[NO] 154/1000 | IEEE ELECTROMAGNETIC COMPATIBILITY SOCIETY
[NO] 155/1000 | G-MIND: Galway Multimodal Infrastructure Node Dataset for Intelligent Transportation Systems
[NO] 156/1000 | ICON-SONICS 2025 Breaker Page
[NO] 157/1000 | Mitigating False Positives in Filters: To Adapt or to Cache?
[NO] 158/1000 | AI-Based Lung Disease Classification
[NO] 159/1000 | Integration of Melanopic Equivalent Daylight Illuminance and Controlling Color Temperature in Dynamic Lighting Control for Circadian Rhythm Regulation
[NO] 160/1000 | Electric Potential Calculation in Muscle Tissue: A Method of Moments Approach
[NO] 161/1000 | Risk-Aware Fleet Management in Public Enterprises: A Machine Learning Approach Using Web-Scraped Data
[NO] 162/1000 | Automated Detection of Inattentive and Extreme Response Styles in Survey Data
[NO] 163/1000 | Clothing Product Review System using Aspect-Based Sentiment Analysis (ABSA) on E-Commerce
[NO] 164/1000 | Evaluation of Low-Cost Water Quality Monitoring Sensors for IoT
[NO] 165/1000 | FSO Transmission Framework Employing F-OFDM for Error Probability and Divergence Loss Evaluation in 5G Networks
[YES] 166/1000 | ProDec: Automated Prompt Decomposition
[NO] 167/1000 | Addressing Real-World Domain Shifts in Skin Lesion Diagnosis with Metric-Based Few-Shot Learning
[NO] 168/1000 | Pseudo-Temporal Modeling with 2D CNNs for Framewise Surgical Gesture Segmentation in Robot-Assisted Surgery
[NO] 169/1000 | Transforming Mobile User Experience through User-Centered Design and Heuristic Evaluation
[NO] 170/1000 | An Approach for Designing and Deploying a Hybrid Mobile Base Station Power Supply
[NO] 171/1000 | Investigation of the Environmental Performance of a Diesel Engine Operating with Alcohol Additives
[NO] 172/1000 | Energy-Efficient Uplink Resource Allocation via Deep Reinforcement Learning in OFDMA Networks
[NO] 173/1000 | A Review of Clinical and Instrumented Data Collection in Chilren with Cerebral Palsy and its Application in Adaptive Rehabilitation Controller Design
[NO] 174/1000 | Advancing Computer Graphics Learning through Motion Tracking and Machine Learning
[NO] 175/1000 | Self-Supervised Embeddings and UMAP for Discovering Plant Morphological Features
[NO] 176/1000 | A practical framework for fault location in power distribution systems based on artificial intelligence algorithms
[NO] 177/1000 | BYTE: Integration of Narrative and Gamification for Teaching Programming in Educational Environments
[NO] 178/1000 | Four-Phase University-Municipal Technology Transfer Framework: Validated Quadruple Helix Implementation in Developing Countries
[NO] 179/1000 | Performance Evaluation of CubeSat Nanosatellite using LoRa in Low Earth Orbit
[NO] 180/1000 | Cosine Similarity-Based Spectral Graph Clustering of ArchiMate Relationships and Metadata for Information System Consolidation
[NO] 181/1000 | Technical and Economic Analysis of a Photovoltaic Power Plant for a Wastewater Treatment Plant using PVsyst
[NO] 182/1000 | ETCM 2025 Preface
[NO] 183/1000 | IMU/UWB Integrated Navigation Based on Nonlinear Error State Definitions
[NO] 184/1000 | Synthesis Design of Linear-to-Circular Polarization Converter Based on Bandpass Filter Coupling Matrix Theory
[NO] 185/1000 | CIEES 2025 Cover Page
[NO] 186/1000 | SSAA: Secure Semi-Asynchronous Aggregation for Decentralized Federated Learning on Heterogeneous Devices
[NO] 187/1000 | ETCM 2025 Author Index
[NO] 188/1000 | Orthogonal Linear Array-Based Product Beamforming for Real Time Underwater 3-D Acoustical Imaging_supp2-3633536.mp4
[NO] 189/1000 | Tamper-Proof Quantum Communication Network Enhanced by Machine Learning
[NO] 190/1000 | Organizing Committee
[NO] 191/1000 | TERM Model: Tensor Ring Mixture Model for Density Estimation_supp1-3648288.pdf
[NO] 192/1000 | Coherent Transceivers Using SOA–Comb Architectures for Short-Reach Links Beyond 1 Tb/s
[NO] 193/1000 | Radar Bistatic Technique for Accurate Characterization of Small Antenna Radiation Patterns
[NO] 194/1000 | Ka-Dual-Band Oblique-Incidence Multi-Layer Metasurface for Linear to Circular Polarization Conversion
[NO] 195/1000 | Synopsis of the December 2025 Issue of the IEEE Letters on Electromagnetic Compatibility Practice and Applications
[NO] 196/1000 | Visibility Region-Based Surface Identification for Near-Field XL-MIMO at THz Frequencies
[NO] 197/1000 | Guaranteed State and Fault Interval Estimation for Local Nonlinear Takagi-Sugeno Fuzzy Systems Based on Zonotopic Analysis
[NO] 198/1000 | Data-Efficient Constrained Robot Learning With Probabilistic Lagrangian Control
[NO] 199/1000 | Flexible Piezo-resistive Strain Sensors Using Ternary Conductive Hybrid Nanocomposites Integrated Into Wearable Smart Gloves For Human-Machine Interface_supp3-3645819.mp4
[NO] 200/1000 | Non-Electrical Artificial Lateral Line System Design for Flow Field Detection of Robotic Fish Using Fiber Bragg Gratings
[NO] 201/1000 | Variable-Gain Nonlinear Control Strategy for a Mobile Manipulator
[NO] 202/1000 | A Model-Free Cascade Control Strategy for Trajectory Tracking in Mobile Robots
[NO] 203/1000 | Educational Theories’ (Potential) Impacts on Explainable AI
[NO] 204/1000 | Integrated System for Automated Reporting and Control through ERP and MES in an Industrial Environment
[NO] 205/1000 | Analysis of Urban Transport User Satisfaction in Ambato: Segmented Results from a Target Population
[NO] 206/1000 | Interesting Examples to Teach Transient Stability Using an Academic Model of the Spanish National Grid
[NO] 207/1000 | Design of a photovoltaic-assisted rainwater harvesting system to promote sustainable water use in a higher education building
[NO] 208/1000 | Privacy-Preserving Android Malware Detection Using Deep Federated Learning
[NO] 209/1000 | Fine-Tuning Deep Convolutional Generative Adversarial Networks (DCGAN) for Synthetic Retinal Fundus Image Generation
[NO] 210/1000 | User-Centered Evaluation of Islamic Mobile Banking Application with the HEART Framework
[NO] 211/1000 | Da-RDU-Net: Dual Attention and Residual Double U-Net for Colorectal Polyp Segmentation
[NO] 212/1000 | Design of an Ankle Joint Exoskeleton: Importance of Anatomical and Biomechanical Analysis (Experience from AlmatyAnkleExo V1/V2)
[NO] 213/1000 | Application of the Digital Transformation in Training and Optimization for Effective Management of Transport Activities
[YES] 214/1000 | Exploring Direct Instruction and Summary-Mediated Prompting in LLM-Assisted Code Modification
