[2026-01-03 09:09:53] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-01-02
正在获取论文...
[IEEE] 2026-1-2 | Author Papers Index ENC 2025
[NO] 32/999 | Angularly-Resolved 3D Foliage Modeling and Measurements at 60 and 80 GHz: From Stochastic Geometry to Deterministic Channel Characterization
[NO] 33/999 | SAT–Terrestrial Coexistence With Adaptive Beam and Power Control: An SDR-Based Emulation
[NO] 34/999 | Integration of a Battery System Into a Hydrogen-Based Energy Storage System and Impact Analysis of Different System Designs and Operating Strategies
[NO] 35/999 | Rethinking LED Usage in IoT-Based Smart Parking: A Minimalist Approach to Energy Efficiency
[NO] 36/999 | Energy-Efficient Modulation Analysis: HQAM over Nakagami-m Fading Channels
[NO] 37/999 | Enhancing Power Quality of RES Integrated Smart Distribution System Using Hybrid Energy Storage
[NO] 38/999 | Impact of Virtual and Mixed Reality Visual Stimuli on Center-of-Gravity Sway: A Preliminary Study
[NO] 39/999 | Severe Alcoholic Hepatitis in a Young Adult Survivor of Childhood Leukemia : Synergistic Impact of Moderate Alcohol Intake and Metabolic Dysfunciton
[NO] 40/999 | Wavelet-Enhanced GNN with Sparse Residual Inference for Topology Detection in Distribution Systems
[NO] 41/999 | Recommendations for Technical Standards for Synchronous Machines Co-Located with Inverter Based Resources
[NO] 42/999 | ML-based Predictive Models for Power Consumption in Virtualised O-RANs
[NO] 43/999 | An Overview of Legal Artificial Intelligence Assistants Landscape
[NO] 44/999 | Ceemdan-Based Multiscale Cnn for Wind Turbine Gearbox Fault Detection
[NO] 45/999 | YEGI: Web Systems Based on Large Language Models to Generate Summaries
[NO] 46/999 | Accelerating Reflect Array Design: Leveraging Machine Learning for Design Process Optimization
[NO] 47/999 | The Impact of Data Assets on the Growth of Information and Communication Enterprises
[NO] 48/999 | Effect of Commitment-based Human Resource Management Practices onEmployee Voice Behavior: The Roles of Perceived Insider Status and Organizational Embeddedness
[NO] 49/999 | Influence of Agent's Strategy on Individual's Cognition and Decision Making
[NO] 50/999 | From Conversation to Orchestration: HCI Challenges and Opportunities in Interactive Multi-Agentic Systems
[NO] 51/999 | Future Wellbeing: A Hands-on Design Fiction Workshop Exploring Human-Agent Interaction and Mental Health
[NO] 52/999 | Watchful Eyes of Robots and Social Anxiety: Implications for Socially-Sensitive Design
[NO] 53/999 | Speaking or Writing: Do Response Times Influence Anthropomorphism Differently for ADHD and Neurotypical Users in a Mental Health Chatbot?
[NO] 54/999 | Research on Optimization Solutions for Rural Smart Logistics in the Context of Artificial Intelligence
[NO] 55/999 | Session Summary Podcast: Session 23: Algorithms: Sparse Matrix and Tensor Computation
[NO] 56/999 | Cover Page
[NO] 57/999 | Transferable Adversarial Camouflage Attacks with Multi-layer Topology Tuning for Intelligent Vehicles
[NO] 58/999 | Fast Lithium-ion Battery Broadband Impedance Identification with Enhanced Mid-to-low Frequency
[NO] 59/999 | Session Summary Podcast: Session 2: Selection and Mid-Air Interaction
[NO] 60/999 | Discrete-Time Sliding Mode Based Controller of DC-DC Buck Converter
[NO] 61/999 | LVQ Dynamic Weighted Network for Long-tailed Hashing
[NO] 62/999 | Material Parameter Identification for PCB Based on Modal Testing and Multi-Parameter Optimization
[NO] 63/999 | Design of a Tendon Sheath Inflammation Massage Glove Based on an STM32 Microcontroller
[NO] 64/999 | Characterizations of Isoberlina Fiber Reinforced Recycled Low-Density Polyethylene Composites
[NO] 65/999 | Collaborative Learning and Motivation in Virtual Environments: A Comprehensive Proposal for Online Education
[NO] 66/999 | Demand Side Management System for Buildings to Optimise Peak Demand
[NO] 67/999 | A Review of Multimodal Dynamic Facial Expression Recognition Based on Unimodal Pretrained Models Transfer
[NO] 68/999 | Task Parsing and Verification for Laboratory Automation via Large Language Models
[NO] 69/999 | Quality Of Experience Aware Digital Twin Enabled Heterogeneous Community Network
[NO] 70/999 | Phase-Filtered Neural Network Based Digital Predistortion for PA Linearization in 5G Systems
[NO] 71/999 | Neural Network-Based Computation of Robot Manipulator Configurations from Cartesian Coordinates
[NO] 72/999 | Performance Benchmarking of Edge Devices for Real-Time Facial Recognition Systems
[NO] 73/999 | Hilbert-Huang Transform-Based Time-Frequency Analysis for Bearing Fault Diagnosis in Rotating Machinery
[NO] 74/999 | An AI-Powered Multi-Agent Ecosystem for Cost-Effective Planning and Expansion of Telecommunication Access Network
[NO] 75/999 | Multimodal Large Language Model Framework for Safe and Interpretable Grid-Integrated EVs
[NO] 76/999 | Design of Pulse-Shaping Circuits for Electrostatic Discharge Generator
[NO] 77/999 | Channel Estimation for STAR-RIS-Enabled UAV Communications
[NO] 78/999 | Orthogonal Chirp Division Multiplexing-aided NOMA System with Imperfect SIC Errors
[NO] 79/999 | Leakage Rate Analysis for Untrusted RIS with Imperfect CSI
[NO] 80/999 | It's LeviOsa, Not LevioSA: How Intentional Robot Mistakes Can Impact Children's Reading Skills
[NO] 81/999 | Trustworthy Conflict Resolution in Human-Robot Interactions: Effects of Automation and Explainability
[NO] 82/999 | Passive Reception or Active Participation? The Impact of Self-Investment on the Adoption of AI-Generated Travel Itineraries: A Psychological Ownership Perspective
[NO] 83/999 | From Doubt to Action
[NO] 84/999 | Research on the Impact Mechanism of Anti-globalization Impact on the Restructuring of Manufacturing Industry Chain
[NO] 85/999 | A Research on the Impact of Market Structure on Deposit and Loan Pricing Using Financial Technology Innovation Pricing Model
[NO] 86/999 | Session Summary Podcast: Proceedings of the First International Workshop on Analytics, Telemetry, and Cybersecurity for HPCC
[NO] 87/999 | Session Summary Podcast: Session 28: Scheduling, Tiling, and Parallelism
[NO] 88/999 | Session Summary Podcast: Session 36: System Software and Cloud
[NO] 89/999 | Session Summary Podcast: Session 11: Paper Session K - General Computing Education &amp; Pedagogy
[NO] 90/999 | Hybrid Dual-Heterogeneous Knowledge Distillation Network for Anomaly Detection in Retinal OCT Images
[NO] 91/999 | Coverage Analysis of Aerial Users in Intelligent Reflecting Surface-Aided Cellular Networks
[NO] 92/999 | Safety-Critical Disturbance Rejection Control for Capsizing Prevention of an Unmanned Sailboat
[NO] 93/999 | Conference ENC 2025
[NO] 94/999 | Ka Ai-Zasnovanom InžEnjeringu SaobraćAja U 5G/6G MrežAma
[NO] 95/999 | A framework for characterizing 3D structures of crevasses and rifts across Antarctic ice shelves
[NO] 96/999 | Detection of Lymph Node Invasion Using Digital Holographic Images and Machine Learning
[NO] 97/999 | Author response for "Seasonal Variability of Sea Ice Bulk Density During the MOSAiC Expedition: Results from Synergistic In-Situ, Airborne, and Satellite Observations"
[NO] 98/999 | Data-Driven Collaborative Traffic Steering Based on A1 Policy in O-RAN
[NO] 99/999 | Directional Modulation Design for Three Signals Using Crossed-Tripole Array
[NO] 100/999 | Probabilistic Forecasting Accuracy Assessment for GW-Scale Solar PV Plants: Leveraging CRPS and Ensemble Methods for Grid Resilience
[NO] 101/999 | Message Passing Neural Networks for Sound Source Localization
[NO] 102/999 | Deep Learning Approaches for Image-Based Malaria Detection
[NO] 103/999 | Shading Loss Mitigation in Advanced Bifacial Photovoltaic Systems for Improved Capacity Factor
[NO] 104/999 | Graph-Based TDOA Localization of Partial Discharges in Branched Power Cable Networks
[NO] 105/999 | A Survey and Evaluation of Wireless Sensor Networks Security
[NO] 106/999 | 6G Network O-RAN Energy Efficiency Performance Evaluation
[NO] 107/999 | Chatbot as Informative Support: Case Study in the Faculty of Accounting and Administration, Universidad Veracruzana
[NO] 108/999 | Resilience Curves to Quantify the Impact of Severe Weather Events on Electricity Distribution Networks in the United Kingdom
[NO] 109/999 | Cube the Sun: A Space-Saving Design for Next-Gen Solar Power
[NO] 110/999 | Reflection Coefficient Analysis of Open-Ended Coaxial Probes Based on Geometrical Parameters
[NO] 111/999 | Performance Comparison of Channel Estimation Methods for XL-MIMO Systems
[NO] 112/999 | Analysis of Wear Behavior of AISI 316L Stainless Steel Using the Finite Element Method
[NO] 113/999 | ICIIBMS 2025 Blank Page
[NO] 114/999 | Paper Titles
[NO] 115/999 | FNWF 2025 Authors
[NO] 116/999 | Brain-in-the-Loop Learning for Intelligent Vehicle Decision-Making_supp1-3641715.mp4
[NO] 117/999 | Deep Learning-based Human Gesture Channel Modeling for Integrated Sensing and Communication Scenarios
[NO] 118/999 | Toward State Estimation Algorithms in Cooperative Positioning: A Comprehensive Framework Design and Its Realization_supp7-3645051.mp4
[NO] 119/999 | Jetpacks, Dragons, and TARS: Speculative Design of Assistive Technologies Through Science Fiction Imaginaries
[NO] 120/999 | Research on the impact of green fiscal on carbon emissions based on the fixed effect model with panel data
[NO] 121/999 | CASM-UFLD: An Improved UFLD Lane Detection Algorithm Based on Curvature-Aware Sequence Modeling
[NO] 122/999 | Filling and Sorting Automation System for Three Golf Balls in a Cylindrical Box
[NO] 123/999 | A Decentralized and Privacy-Preserving Spatial Crowdsourcing Framework for V2X
[NO] 124/999 | Effects of Kilohertz-Frequency Priming Stimulus on Cortical Neural Excitability in Mouse Brain Slices
[NO] 125/999 | Circular-Optical Intelligent Reflecting Surface Assisted Underwater Wireless Communication System
[NO] 126/999 | 3GPP Based LDPC Encoder For 5G-NR Over FPGA
[NO] 127/999 | Directed Acyclic Graphs for Identifying Determinants of Postprandial Glucose in Type 1 Diabetes
[NO] 128/999 | LP Gas Leak Detection Prototype for Rural Areas With Aes-256 Encryption via LoRa and 3G Network Transmission
[NO] 129/999 | Analysis of a Variable Capacitance Sensor Used to Monitor Volumetric Changes in Droplets
[YES] 130/999 | Current Status of Cluster Analysis Application in Software Construction Activities: A Systematic Literature Review
[NO] 131/999 | Two-Stage Optimization for Bess Sizing and Placement in Medium-Voltage Distribution Networks
[NO] 132/999 | Queueing-Based Optimization of EV Battery Swapping Stations: Balancing Availability, Costs, and Degradation
[NO] 133/999 | Enhancing Trigeneration System Efficiency Through Optimized Control of a SOFC
[NO] 134/999 | Reduced-Complexity Successive Cancelation Decoding of $\mathbb{Z}_{4}$ Splitting Codes
[NO] 135/999 | Performance Analysis of Double Auction Implementations for Peer-to-Peer Energy Trading on Resource Constrained Blockchain Platforms
[NO] 136/999 | Resource-Efficient Transfer Learning by Evaluating Model Robustness to Aggressive Video Metadata Modification
[NO] 137/999 | Identification of Flexible Residential Loads by Using Machine Learning Techniques
[NO] 138/999 | Optical Flow-Based Visual Estimation of Translational Displacement Using a Raspberry Pi® Embedded Computer
[NO] 139/999 | Distributed Deep Learning Model for Credit Card Fraud Detection: A Cloud-Based Scalability Study
[NO] 140/999 | Voltage Conversion in Power Distribution Networks: Transition from 6.6kV to 11kV
[NO] 141/999 | Semantic-Aware Interoperability for Digital Twins: A Case Study on Hydrogen Power Plants
[NO] 142/999 | A Lightweight Reinforcement Learning Baseline for 3D LiDAR Control Under Memory Constraints
[NO] 143/999 | Development and Evaluation of an AI Chatbot for Educational Support Utilizing Lecture Materials
[NO] 144/999 | An Enhanced YOLOv11-OBB Model for Biological Sample
[NO] 145/999 | Optimizing Federated Learning for UAV-Based Crop Health Monitoring
[NO] 146/999 | Scalable ETSI-Compliant SDN-Enabled QKD Network Architecture Using Microservices
[NO] 147/999 | Machine Learning based Mobility Robustness Optimization For Next Generation Cellular Network
[NO] 148/999 | Smart Truck Platooning System with V2V Communication and Route Optimization
[NO] 149/999 | Fart Gags and Prudish Machines: Laughter in Human-agent Interactions
[NO] 150/999 | Retico: A Framework for Robot/IVA-ready Spoken Dialogue
[NO] 151/999 | Exploring Color-Based Emotion Visualization for the Design of Affective Agents: A Pilot Study in a Special Needs School
[NO] 152/999 | The Mutual Compensatory Effect of Artificial Intelligence Development and Labor Structure Changes
[NO] 153/999 | Optimization of Cost Control Based on the Value Chain in the Context of Digital Transformation—A Case Study of Zhengzhou Coal Mining Machinery Group
[NO] 154/999 | Session Summary Podcast: Session 14: Energy, Power, and Sustainability
[NO] 155/999 | High-frequency magnetic response measurement of test mass with a fluxgate magnetometer for gravitational wave detection
[NO] 156/999 | UQA-RAG: Enhancing Urdu Question-Answer Retrieval with Semantic Similarity and LLMs
[NO] 157/999 | Decentralized Access and Roaming Management in Fixed, Mobile, and Satellite Convergence Networks Using Smart Contracts
[NO] 158/999 | More Capacity from Less Spectrum: Tapping into Optical-Layer Intelligence in Optical Computing-Communication Integrated Network
[NO] 159/999 | Post-Disaster Restoration Based on Path Stability in Elastic Optical Networks under Cascading Failures
[NO] 160/999 | Hybrid Quantum-Classical Computers: A Critical Analysis to Quantum Computational Models
[NO] 161/999 | Water Demand Model for the Valley of Mexico Using the Logistic Equation of Population Growth
[NO] 162/999 | The Analysis of Harmonic Currents of Residential Heat Pump During Characteristic Operating Modes
[NO] 163/999 | Agentic GenAI-Driven Network Management: Outage Probability of Relay Signal Transmission Using DF Technique Under BX Fading Case Study
[NO] 164/999 | Optimal Charging Patterns of EV Prosumers to Maintain Grid Stability
[NO] 165/999 | Kinesthetic Chemistry Learning with the Multimolecular Structural Sphere (MMSS)
[NO] 166/999 | Space Charge Modulation in Low-Density Polyethylene via Electrode Interface Engineering: A PEA-Based Experimental Study
[NO] 167/999 | Organic Field-Effect Transistor Model Based on Pentacene and Al
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    Thin Films
[NO] 168/999 | Educational Laboratory Course on UWB Technology
[NO] 169/999 | Emulation of Slowloris Attack
[NO] 170/999 | Real-Time Kinematics Positioning GNSS Landslide Monitoring System – Hardware Components
[NO] 171/999 | Brain Age Prediction from Morphometric MRI Data Using Machine Learning: Feature Engineering and Atlas-Based Comparisons
[NO] 172/999 | Study on the Verification of Braking Performance of Servie Robots using a Motion Analysis System
[NO] 173/999 | A Novel Lightweight Consensus Mechanism for Mobile Nodes in Decentralized Networks
[NO] 174/999 | Phase Optimization for RIS-MIMO Detection via Condition Number Minimization for Correlated Channels
[NO] 175/999 | Effects of Emotional Expressions of a Small Communication Robot on Player Strategies in a Psychological Board Game
[NO] 176/999 | Collaborative Autoethnography as a Method to Explore Short-Lived Social AI Chatbots
[NO] 177/999 | Influence of Imagined Human-Robot Interaction on Robot Perception
[NO] 178/999 | Research on the Mechanism and Path of Coordinated Development between Digital Transformation of Vocational Education and New quality Productivity under the United front
[NO] 179/999 | Care-Aware Decision Layer: Embedding Ethics of Care into AI-Supported Clinical Discharge Decisions
[NO] 180/999 | Channel-Aware Distributed Transmission Control and Video Streaming in UAV Networks
[NO] 181/999 | RFDA Frequency Offset Synthesis Given Specified Range Resolution of the Spot-Like Beampattern
[NO] 182/999 | Session Summary Podcast: Session 2: ACM Gordon Bell Climate Modeling Finalist
[NO] 183/999 | Session Summary Podcast: Session 20: Data Analytics, Visualization &amp; Storage
[NO] 184/999 | Publicly verifiable information sharing solution in edge computing scenarios
[NO] 185/999 | Evaluation of Wearable Sensors for Mental Fatigue Level Estimation under Physical Fatigue
[NO] 186/999 | Middleware-Based Customizable Plush Toy Controller for Game Accessibility Enhancement
[NO] 187/999 | OAM-LiFiNet: Orientation Aware Multi-AP Li-Fi Network with User Mobility
[NO] 188/999 | Live Testing of Cloud Services: A Framework and Lessons Learned
[NO] 189/999 | Enhanced Power Savings by Conjunction of PDCCH Skipping with BWP Switching, SCell Dormancy and CDRX
[NO] 190/999 | AI-Driven Dynamic Line Rating to Enhance Power Grid Resilience to Extreme Weather Events
[NO] 191/999 | A Hybrid Approach to Efficient Adaptive Multimedia Streaming
[NO] 192/999 | Optimization of Wind Turbine Power Generation Using Carbon Fiber Single Blade
[NO] 193/999 | Industry Revolutions and Business Intelligence Resources for Designing an Automation Roadmap
[NO] 194/999 | Proceedings of the 13th International Conference on Human-Agent Interaction
[NO] 195/999 | Is “Two” Just Two? Human Expectations of How Robots Interpret Number Words
[NO] 196/999 | Do People Choose an Incorrect Option if Other Humans or Robots are Looking at it?
[NO] 197/999 | FeedQUAC: Quick Unobtrusive AI-Generated Commentary
[NO] 198/999 | Tool or Partner? A High-accuracy Classification Method of How People Treat Robots in Human-Robot Collaboration
[NO] 199/999 | Exploring Creative Human-Agent Discussion via Assigned Perspectives
[NO] 200/999 | From Storage to Interpretation: User Perceptions, Practices, and Challenges with Long-term Memory in Agents
[NO] 201/999 | Linguistic Anthropomorphism in Chatbots: Effects of Style, Topic, and Interaction on Users' Perceptions and Behaviors
[NO] 202/999 | A Study about University Teachers' Intentions Regarding Students' Usage on AI Tools: An Empirical Analysis Based on Involvement, Trust, and Perceived Risk
[NO] 203/999 | Session Summary Podcast: Session 34: Algorithms: Matching System Capabilities
[YES] 204/999 | Session Summary Podcast: Session 3: Auto-Tuning, Compilation, and Code Generation
[NO] 205/999 | Robustness of Structured Data Extraction from Perspectively Distorted Documents
[NO] 206/999 | 5G Regulatory and Policy Framework in Emerging Economies
[NO] 207/999 | Simulation of Entanglement-Based Competition Resolution in Distributed Systems
[NO] 208/999 | A Case Study on the Impact of Noise on Maximum Likelihood Quantum Amplitude Estimation
[NO] 209/999 | Comparative Analysis of Single-Axis and Dual-Axis Solar Tracking Systems
[NO] 210/999 | Interpretable Network Intrusion Detection Framework using Hybrid DL and ML Models
[NO] 211/999 | Low-Complex LLR Computation for 5G-NR
[NO] 212/999 | A 2-W Ka-Band Power Amplifier Design in the 0.15 μm GaAs pHEMT Technology
[NO] 213/999 | Rapid Prototyping Techniques of Industrial Environment
[NO] 214/999 | Parallelized Movie Recommendation System for Efficient User Personalization
[NO] 215/999 | Overview of Interpretable and Explainable Artificial Intelligence for Atrial Fibrillation
[NO] 216/999 | Public 5G-Aided Robust Smartphone GNSS Localization in Challenging Environments
[NO] 217/999 | Feature Importance Analysis of Smart Meter Time Series for Electricity Theft Detection
[NO] 218/999 | Decoupled Control of Active and Reactive Power at the PCC Using Local Measurements for an Inverter Interfaced Virtual Power Plant
[NO] 219/999 | Influence of Psychological Stress on Short-Time Energy of Speech Signal
[NO] 220/999 | Probabilistic Trust Modeling and Security Verification for Smart Grid Systems
[NO] 221/999 | Investigation of Flashover Incidents in Medium Voltage Capacitor Bank Circuit Breakers
[NO] 222/999 | Development of a Cost-Effective Modular Vital Signs Monitoring System for Educational and Remote Healthcare Applications
[NO] 223/999 | Analysis of the Impact of Digital Economy on R&amp;D Innovation
[NO] 224/999 | IEEE ENC Community
[NO] 225/999 | Journal of Computer Science (ENC): Conference Series
[NO] 226/999 | Session Summary Podcast: Session 13: Paper Session M - Cybersecurity/Security Education
[NO] 227/999 | Anger Control by Expressing Excessive Anger of Virtual Robot
[NO] 228/999 | Influence of Gender-Stereotypical Identity on Anxiety and Rapport Expectations toward Robots
[NO] 229/999 | LLM-based Agentic Workflow on Verbal and Non-verbal Audiovisual Perceptions and Actions for Proactive Situated Human-Robot Interactions
[NO] 230/999 | A Numerically Efficient and Accurate Model for Real-Time Simulation of Solid-State Transformer using Implicit-Explicit Integration Methods
[NO] 231/999 | Toward State Estimation Algorithms in Cooperative Positioning: A Comprehensive Framework Design and Its Realization_supp1-3645051.mp4
[NO] 232/999 | A Survey on Enhancing Autonomous Vehicle Safety through Fault Tree Analysis and SOTIF Integration
[NO] 233/999 | Session Summary Podcast: Session 26: Applications: Atomistic Modeling
[NO] 234/999 | Session Summary Podcast: Session 19: Architectures and Networks: Networking
[NO] 235/999 | Digital Twin of Wireless Physical Layer in Advanced Manufacturing Environment
[NO] 236/999 | UCO: Load-Aware Collaborative Computing Offloading Algorithm for UAV Swarms
[NO] 237/999 | Technology Comparison for Medium-Voltage Switchgear: AIS vs. GIS
[NO] 238/999 | Control-to-Output Power Mapping in Clamped-Type Active Magnetic Energy Harvesters
[NO] 239/999 | Role of Energy Storage Systems in Modern Power Systems and Smart Grid: Technologies, Applications, and Simulation-Based Insights
[NO] 240/999 | Evaluation of CNN-Based Models for Binary Classification of Power Line Insulators
[NO] 241/999 | Ku-Band Compact Circular Polarized Patch Antenna for Cubesat Applications
[NO] 242/999 | Resilient Operation of Two-Way Distribution Network in the Presence of Renewable Energy Resources Considering Demand Response Programs
[NO] 243/999 | QM-OCL: Quantum Many-Shot Out-Of-Context Learning for Metamodeling Techno-Economic Stability in Microgrids and Smart Grids
[NO] 244/999 | Strategic Mathematics for Sustainability: Integrating SDGs and AI in Digital Engineering Education
[NO] 245/999 | Research on Regional Resource Optimal Allocation Based on Improved Ant Colony Algorithm
[NO] 246/999 | Analysis of the Influencing Factors on the Financing Efficiency of High-Tech Listed Companies in Wuhan Based on the DEA Model
[NO] 247/999 | AI and Automation in the Future of Work
[NO] 248/999 | Smarter Waiting: Understanding and Enhancing Children's Queue Experience in Digital Chats with AI-Powered Storytelling
[NO] 249/999 | Teaming up with Agentic Swarms in Personalized Behavior Change Systems
[NO] 250/999 | Generative Models as Co-Creative Partners in Visual Humour
[NO] 251/999 | HAI Horizons: Showcasing Early-Career Research from Non-Native English Speakers
[NO] 252/999 | Creative Foraging Game with AI: How Humans and AI Explore and Exploit Together
[NO] 253/999 | Instilling (Dis-)Trust in AI Products: Recommendations for the Design of Data Security and Data Privacy Labels
[NO] 254/999 | Current Optimization for Nonunity Power Factor and Unbalanced DC-Link Voltage in Three-Phase Vienna Rectifiers
[NO] 255/999 | Single-stage Non-isolated High Conversion Ratio Step-down Converter for Voltage Regulation Modules
[NO] 256/999 | Session Summary Podcast: Proceedings of the 2025 Workshop on Decentralized Finance and Security
[NO] 257/999 | Towards a Sustainable Industrial Metaverse: A Digital Twin Framework for Mining and Energy Infrastructure with AR/VR Interfaces
[NO] 258/999 | Proactive FWA Assurance: An End-to-End Framework for Deterministic 5G Broadband Experience
[NO] 259/999 | Enhancing IoT Network Security through Adaptive Curriculum Learning and XAI
[NO] 260/999 | Self-Supervised Learning for Multi-Lead ECG Classification Reducing Annotation Burden and Improving Generalization
[NO] 261/999 | Tuning of the Conventional Control Technique in High-Gain Converter
[YES] 262/999 | Enhancing Automatic Grading of SQL Query Assignments Using Generative AI : A Case Study on SPJ Query Assignment
[YES] 263/999 | Design of a UAV Rescue System for Mountainous Areas Integrating PEFT-Enhanced Voice Control and rPPG-Based Vital-Sign Detection
[NO] 264/999 | Research on the Identification and Prediction of the Age of Strong-Flavor Baijiu Based on Characteristic
[NO] 265/999 | Design of Insert Assembly Workstation in Injection Mold and Visual Algorithm
[NO] 266/999 | Blockchain-Powered Framework for Trustworthy AI: Ensuring End-to-End Data and Model Integrity with Privacy Preservation
[NO] 267/999 | CLIP Can Accurately Count Crowds Through Reparameterized Large Kernel Convolution
[NO] 268/999 | Modulated Convolutional Neural Network for Radio Link Failure Prediction in 5G
[NO] 269/999 | Robust Metric for the Labeling Quality of the Cervical Cytology Similarity Graph
[NO] 270/999 | High-Performance IP-over-WDM Networking: Fixed-Wavelength, Programmable 10G SFP, and Passive WDM Implementation
[NO] 271/999 | The Impact of Data Noise on Machine Learning Performance for EV Charging Classification
[NO] 272/999 | A Uniform Framework for Testing Embedded Audio Systems: Methodology and Experimental Validation
[NO] 273/999 | Computer Vision-Based Color Detection and Distance Estimation with an Online Graphical Interface
[YES] 274/999 | Applying Multi-Agent LLMS to Threat Analysis and Risk Assessment in Automotive Security
[NO] 275/999 | Optimized Vertical Coils for Achieving Uniform Magnetic Fields at Greater Transfer Distances
[NO] 276/999 | Reduction of Energy Consumption Through Energy Storage Controlled by Artificial Intelligence in Buildings and Homes
[NO] 277/999 | Human-Centered Hybrid CPS for Intelligent Forecasting in Cathodic Protection Systems
[NO] 278/999 | Moisture-Induced Space-Charge Dynamics in Low-Density Polyethylene (LDPE) Resolved by PEA
[NO] 279/999 | Session Summary Podcast: Session 13: Architectures and Networks: Hashing, Indexing, and Nearest Neighbor Search
[NO] 280/999 | Session Summary Podcast: Session 32: Compression and Data Reduction 1
[NO] 281/999 | Session Summary Podcast: Session 12: Quantum Computing and Simulation
[NO] 282/999 | Emotional Coregulation in Close Relationships with AI Agents: A Survey of ChatGPT and Replika Users
[NO] 283/999 | Designing a Conversational Exercise Coach for Aging Adults: Engagement, Motivation, and Interaction
[NO] 284/999 | A Research on the Pathways for Preventing Financial Risks in the Social Credit System Based on the Digital Economy
[NO] 285/999 | Taming mmWave Connectivity Prediction with DRaGon: AI Propagation Modeling for Cluttered Industrial Environments
[NO] 286/999 | Breaker Page
[NO] 287/999 | FNWF 2025 Cover Page
[YES] 288/999 | Contents
[NO] 289/999 | P3-FSLNet: A Compact Spatio-Temporal Model With Contrastive Few-Shot Learning for Subject-Independent P300 Detection in Devanagari Script-Based P300 Speller_supp1-3639248.docx
[NO] 290/999 | Charge Transport in a Protein-Ligand complex: A Preliminary Quantum Statistical Model
[NO] 291/999 | Reflectance Prediction-based Knowledge Distillation for Robust 3D Object Detection in Compressed Point Clouds
[NO] 292/999 | Multi-Material Additively Manufactured Wideband Dual-Polarized Conical Four-Leaf Antenna Array with Bandwidth Enhancement
[NO] 293/999 | Quantum-Enhanced Hardware Platforms for 6G Mobile Edge Computing
[NO] 294/999 | A Goal-Oriented Semantic Communication for A Reliable Cybernetic Avatar Teleoperation System
[NO] 295/999 | Session Summary Podcast: Session 7: State of the Practice
[NO] 296/999 | Analysis of Use Cases in 6G Mobile Networks
[NO] 297/999 | PREDICT: Predictive Resource Reservation and Edge Selection for Reliable Task Offloading in Vehicular Edge Computing
[NO] 298/999 | Statistical Framework for Distributed Honeypots: Enhancing Cyber Threat Detection and Forecasting
[NO] 299/999 | Design and Comparison of Pcb- and Thin-Film-Based Ka-Band Wilkinson Power Dividers
[NO] 300/999 | Comparative Analysis of Traditional and Deep Learning Methods for Global Horizontal Irradiance Forecasting in Diverse U.S. Climates
[NO] 301/999 | Implementation of Integral Moving Average Filter Based Control of Grid-Tied Solar PV System
[NO] 302/999 | Packet-Loss-Aware Neural Compression for Telepathology Over 5G-Class Networks: A BreakHis Case Study
[NO] 303/999 | Emphasizing Cybersecurity in Insurance: Case Study Bosnia and Herzegovina
[NO] 304/999 | Potential of Quantum Computing Applications for Smart Grid Digital Twins and Future Directions
[NO] 305/999 | Data Centers as Demand Response Resources in Active Distribution Network Planning
[NO] 306/999 | A Mamdani Fuzzy Logic Approach for Demand-Based Inventory Purchase Planning
[NO] 307/999 | Table of Contents
[NO] 308/999 | Session Summary Podcast: Session 27: Machine Learning: Inference and Serving
[NO] 309/999 | A Bibliometric Analysis of Human-Robot Interaction Behaviour Research
[NO] 310/999 | 2025 Index IEEE Circuits and Systems Magazine
[NO] 311/999 | Sensor-Embedded Tissue-Mimicking Material for Long-Term Transcranial Electrical Stimulation
[NO] 312/999 | A Segment-Wise Multiwavelet Framework with Morphological Alignment for Denoising Partial Discharge Signals
[NO] 313/999 | Audio Fakes in the Noise: Hybrid Dnn-Based Detection with Se-U-Net, Resnet-18, and Wav2vec2-Xlsr Embeddings
[YES] 314/999 | Recommended Steps for Developing Optimized and Secure Smart Contracts
[NO] 315/999 | Benchmarking Functions Versus Containers for Compute-Intensive Workloads
[NO] 316/999 | Shannon and Fisher Entropies for the 2P and 3D States of the Hydrogen Atom Confined in a Penetrable Spherical Box
[NO] 317/999 | Detection of Suicidal Behaviors in Medical Students Using Machine Learning Techniques
[NO] 318/999 | Forward and Inverse Kinematics Implementation in a 4-DOF Master–Slave Robotic System with WiFi Communication
[NO] 319/999 | Two-Way AF Relaying Over 6G Bands
[NO] 320/999 | Early Detection and Classification of Faults in Hybrid Ac/Dc Microgrids using Shannon Entropy
[NO] 321/999 | Performance of Collaborative Multi Robots: Communication and Task Allocation
[NO] 322/999 | AI-Native transformation for next-generation Telecommunication Networks
[NO] 323/999 | Load Balancing and Autoscaling in a 5G Dense Network using Cloud Computing
[NO] 324/999 | Smart 5G Network Slicing for Collaborative UAV Swarms via Federated Reinforcement Learning
[NO] 325/999 | Dynamic Security Architecture for 5G O-RAN: A Closed Loop Paradigm
[NO] 326/999 | A UAV-Assisted Architecture for Fault-Tolerant LoRa-Based V2I Communication
[NO] 327/999 | Improving parameterized Reservoir Computing based on Small-World Network
